epoch,time,config,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_om,val/cls_om,val/dfl_om,lr/pg0,lr/pg1,lr/pg2
1,861.57,super,1.51373,1.50831,1.22427,0.6022,0.37387,0.42062,0.23771,1.41949,0.95147,1.13972,0.000333181,0.000333181,0.000333181
1,900.413,base,1.5442,1.59969,1.23069,0.58996,0.35783,0.39932,0.22193,1.44602,1.01663,1.14187,0.000333181,0.000333181,0.000333181
2,1738.24,super,1.42391,0.967765,1.1569,0.68037,0.45455,0.49797,0.28462,1.39035,0.87049,1.12265,0.000644519,0.000644519,0.000644519
2,1776.49,base,1.44962,1.02692,1.15692,0.6637,0.43652,0.476,0.26684,1.41358,0.92324,1.12172,0.000644519,0.000644519,0.000644519
3,2608.29,super,1.40417,0.898906,1.14633,0.69591,0.47894,0.52314,0.3,1.37788,0.83909,1.11817,0.000933858,0.000933858,0.000933858
3,2646.42,base,1.42661,0.949468,1.14139,0.69214,0.45662,0.50419,0.28517,1.3995,0.88483,1.11125,0.000933858,0.000933858,0.000933858
4,3476.4,super,1.39201,0.864899,1.13802,0.71627,0.49308,0.54245,0.30996,1.37285,0.81916,1.11405,0.000901,0.000901,0.000901
4,3514.47,base,1.41249,0.910272,1.13144,0.61187,0.47167,0.5251,0.29633,1.39178,0.86134,1.10745,0.000901,0.000901,0.000901
5,4344.43,super,1.38669,0.846517,1.13656,0.71991,0.49795,0.55119,0.31627,1.36599,0.80741,1.11391,0.000868,0.000868,0.000868
5,4382.44,base,1.40665,0.888982,1.12905,0.60678,0.47916,0.5316,0.30163,1.38527,0.84903,1.10361,0.000868,0.000868,0.000868
6,5211.85,super,1.37874,0.831132,1.133,0.62154,0.49754,0.55662,0.3201,1.36183,0.80057,1.11572,0.000835,0.000835,0.000835
6,5249.79,base,1.39821,0.872001,1.12302,0.6182,0.48177,0.53747,0.30557,1.37995,0.83891,1.10131,0.000835,0.000835,0.000835
7,6079.6,super,1.3745,0.821292,1.12546,0.62623,0.51009,0.56283,0.32519,1.36097,0.79228,1.10657,0.000802,0.000802,0.000802
