epoch,time,config,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_om,val/cls_om,val/dfl_om,lr/pg0,lr/pg1,lr/pg2
1,892.052,super,1.51336,1.51981,1.22669,0.60934,0.36725,0.41987,0.23731,1.41863,0.95577,1.14318,0.000333181,0.000333181,0.000333181
1,932.55,base,1.54169,1.62025,1.23399,0.69526,0.35241,0.39828,0.22156,1.44462,1.0284,1.14748,0.000333181,0.000333181,0.000333181
2,1804.48,super,1.42383,0.970717,1.1578,0.67498,0.45491,0.49499,0.28318,1.39049,0.87195,1.12624,0.000644519,0.000644519,0.000644519
2,1844.35,base,1.44825,1.03464,1.1604,0.66683,0.43432,0.47387,0.26576,1.41448,0.92761,1.12749,0.000644519,0.000644519,0.000644519
3,2716.14,super,1.40442,0.900245,1.14824,0.69638,0.48235,0.52626,0.3016,1.37941,0.83953,1.131,0.000933858,0.000933858,0.000933858
3,2755.94,base,1.42722,0.952965,1.14724,0.58799,0.45837,0.50368,0.28528,1.40107,0.88786,1.12512,0.000933858,0.000933858,0.000933858
4,3636.27,super,1.39267,0.866152,1.14484,0.70471,0.49878,0.54351,0.31101,1.37233,0.82109,1.12064,0.000901,0.000901,0.000901
4,3675.86,base,1.41333,0.913596,1.14011,0.60213,0.47879,0.5256,0.29608,1.3924,0.86497,1.11405,0.000901,0.000901,0.000901
5,4567.34,super,1.38653,0.848608,1.14078,0.61791,0.49721,0.54833,0.31593,1.36704,0.80885,1.11563,0.000868,0.000868,0.000868
5,4607.72,base,1.4069,0.892171,1.13534,0.61546,0.48044,0.53156,0.30151,1.38575,0.85166,1.10846,0.000868,0.000868,0.000868
6,5502.89,super,1.37999,0.833081,1.1353,0.62633,0.50245,0.55742,0.3216,1.36245,0.80103,1.11519,0.000835,0.000835,0.000835
6,5543.5,base,1.39907,0.874516,1.13057,0.61476,0.48174,0.53996,0.30628,1.38166,0.84132,1.10925,0.000835,0.000835,0.000835
7,6445.28,super,1.37516,0.823248,1.1283,0.61967,0.51022,0.56224,0.32508,1.36211,0.79323,1.11532,0.000802,0.000802,0.000802
7,6486.45,base,1.39364,0.863391,1.12547,0.61925,0.48837,0.54402,0.31087,1.37914,0.8317,1.1082,0.000802,0.000802,0.000802
8,828.289,super,1.3726,0.815499,1.12972,0.62368,0.51144,0.56628,0.32801,1.35778,0.79046,1.11687,0.000769,0.000769,0.000769
8,866.419,base,1.39091,0.855215,1.12517,0.6104,0.49917,0.54895,0.31416,1.37521,0.8272,1.1061,0.000769,0.000769,0.000769
9,1696.64,super,1.36812,0.809618,1.12597,0.6241,0.51347,0.56863,0.32997,1.35446,0.78587,1.10321,0.000736,0.000736,0.000736
9,1734.74,base,1.38662,0.847194,1.12088,0.61545,0.49912,0.55187,0.31616,1.3709,0.8221,1.09798,0.000736,0.000736,0.000736
10,827.882,super,1.3615,0.797362,1.11737,0.62566,0.51449,0.56978,0.33151,1.35565,0.78252,1.10508,0.000703,0.000703,0.000703
10,866.008,base,1.37957,0.835986,1.11508,0.61636,0.50069,0.5551,0.31867,1.37202,0.81712,1.10103,0.000703,0.000703,0.000703
