epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,393.345,1.5062,1.47163,1.17257,0.63614,0.42504,0.45762,0.25814,1.40812,0.929,1.0902,0.000333181,0.000333181,0.000333181
2,776.259,1.41303,0.95702,1.10356,0.69501,0.46033,0.5126,0.29199,1.38236,0.86588,1.0762,0.000644519,0.000644519,0.000644519
3,1156.37,1.39657,0.89564,1.09184,0.7168,0.4837,0.53795,0.30909,1.36622,0.83531,1.06364,0.000933858,0.000933858,0.000933858
4,1535.43,1.38455,0.86331,1.08552,0.6265,0.49091,0.5479,0.31551,1.36114,0.8177,1.05907,0.000901,0.000901,0.000901
5,1915.08,1.37966,0.84407,1.08206,0.73431,0.49827,0.55838,0.32088,1.3622,0.80853,1.05878,0.000868,0.000868,0.000868
6,2294.09,1.37231,0.82883,1.07709,0.72994,0.50348,0.564,0.32572,1.35853,0.80017,1.05438,0.000835,0.000835,0.000835
7,2673.55,1.36795,0.81931,1.07333,0.72672,0.50925,0.56938,0.32997,1.35473,0.79362,1.05422,0.000802,0.000802,0.000802
8,3052.58,1.36476,0.8123,1.06995,0.72544,0.51358,0.57314,0.33167,1.35056,0.7899,1.05065,0.000769,0.000769,0.000769
9,3432.03,1.35985,0.80381,1.06854,0.73121,0.51441,0.5736,0.33122,1.3492,0.78671,1.05154,0.000736,0.000736,0.000736
10,3811.27,1.35862,0.79856,1.06852,0.73033,0.51893,0.58357,0.33871,1.34843,0.78404,1.05124,0.000703,0.000703,0.000703
11,4190.71,1.35567,0.79398,1.06716,0.74021,0.52058,0.58751,0.34182,1.34761,0.77979,1.05022,0.00067,0.00067,0.00067
12,4569.5,1.35329,0.78912,1.06583,0.73956,0.52243,0.58395,0.33988,1.34734,0.77764,1.0529,0.000637,0.000637,0.000637
13,4948.79,1.35103,0.78506,1.06523,0.74445,0.52496,0.59039,0.34467,1.34601,0.77434,1.05078,0.000604,0.000604,0.000604
14,5327.41,1.35015,0.78152,1.0626,0.74511,0.52509,0.59211,0.34587,1.34527,0.77197,1.04654,0.000571,0.000571,0.000571
15,5706.72,1.34617,0.77692,1.05996,0.74366,0.52663,0.59237,0.34685,1.34532,0.77009,1.04411,0.000538,0.000538,0.000538
16,6085.49,1.34536,0.7733,1.06029,0.74394,0.52314,0.5874,0.34344,1.3437,0.76833,1.04629,0.000505,0.000505,0.000505
17,6464.72,1.34363,0.76902,1.0582,0.66445,0.55771,0.59226,0.34637,1.3436,0.76678,1.04675,0.000472,0.000472,0.000472
18,6843.79,1.34102,0.76647,1.0586,0.70472,0.53193,0.59344,0.34714,1.34312,0.76661,1.04881,0.000439,0.000439,0.000439
19,7222.79,1.34033,0.76312,1.05802,0.71728,0.5358,0.59573,0.3499,1.34277,0.76443,1.04815,0.000406,0.000406,0.000406
20,7601.66,1.33871,0.76132,1.05742,0.74645,0.53142,0.59215,0.34726,1.34244,0.76377,1.04812,0.000373,0.000373,0.000373
21,7980.88,1.3367,0.75709,1.05651,0.67356,0.54841,0.59106,0.34664,1.3425,0.76285,1.04784,0.00034,0.00034,0.00034
22,8359.39,1.3354,0.75482,1.05733,0.70772,0.54047,0.59651,0.34957,1.34193,0.76233,1.04877,0.000307,0.000307,0.000307
23,8738.96,1.33317,0.75167,1.05458,0.65263,0.55178,0.59446,0.34741,1.34259,0.76056,1.04654,0.000274,0.000274,0.000274
24,9117.71,1.33215,0.74948,1.05245,0.69111,0.5403,0.59408,0.34685,1.34271,0.76,1.04446,0.000241,0.000241,0.000241
25,9496.96,1.33055,0.74618,1.05267,0.69359,0.53921,0.59809,0.35092,1.343,0.75931,1.04611,0.000208,0.000208,0.000208
26,9875.81,1.32953,0.74467,1.05143,0.6854,0.54369,0.59827,0.35106,1.34278,0.75922,1.04598,0.000175,0.000175,0.000175
27,10255,1.32778,0.74254,1.05119,0.68141,0.54452,0.59838,0.35036,1.34292,0.75885,1.04773,0.000142,0.000142,0.000142
28,10634,1.32632,0.73914,1.05211,0.68412,0.54346,0.59836,0.35012,1.34358,0.75889,1.04847,0.000109,0.000109,0.000109
29,11013.4,1.32675,0.7383,1.0517,0.68545,0.54101,0.59798,0.35047,1.34339,0.75836,1.04791,7.6e-05,7.6e-05,7.6e-05
30,11392.2,1.32486,0.73639,1.05095,0.68457,0.54115,0.59807,0.35046,1.34362,0.75821,1.04758,4.3e-05,4.3e-05,4.3e-05
