epoch,time,config,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_om,val/cls_om,val/dfl_om,lr/pg0,lr/pg1,lr/pg2
1,499.879,super,1.33318,1.18619,1.0474,0.65395,0.36685,0.40321,0.2334,1.24699,0.76048,0.99486,0.000333029,0.000333029,0.000333029
1,526.465,base,1.35574,1.24598,1.0533,0.64574,0.35269,0.38723,0.22351,1.26596,0.80769,0.99818,0.000333029,0.000333029,0.000333029
2,1010.76,super,1.26773,0.779274,1.00666,0.69296,0.43174,0.47331,0.27218,1.22495,0.69715,0.98487,0.000659765,0.000659765,0.000659765
2,1036.84,base,1.28716,0.82168,1.00972,0.67408,0.41995,0.45875,0.26174,1.24266,0.73351,0.9859,0.000659765,0.000659765,0.000659765
3,1516.77,super,1.24987,0.728744,0.998465,0.70903,0.44304,0.49159,0.28284,1.21111,0.67757,0.98151,0.000979901,0.000979901,0.000979901
3,1542.44,base,1.26785,0.762982,1.00004,0.699,0.43639,0.48034,0.2736,1.22881,0.70798,0.98223,0.000979901,0.000979901,0.000979901
4,2021.04,super,1.23795,0.705241,0.993138,0.61166,0.45722,0.50774,0.29373,1.20303,0.66211,0.97503,0.0009703,0.0009703,0.0009703
4,2046.66,base,1.25533,0.734649,0.99397,0.59774,0.45029,0.49707,0.28508,1.218,0.68883,0.97325,0.0009703,0.0009703,0.0009703
5,2525.14,super,1.2316,0.690766,0.988901,0.62374,0.46102,0.51454,0.29748,1.19984,0.65349,0.97548,0.0009604,0.0009604,0.0009604
5,2550.99,base,1.24706,0.717668,0.988919,0.62326,0.44971,0.50391,0.28897,1.21271,0.67792,0.97388,0.0009604,0.0009604,0.0009604
6,3029.24,super,1.22347,0.679862,0.986937,0.60983,0.47095,0.5191,0.30122,1.19351,0.64983,0.96813,0.0009505,0.0009505,0.0009505
6,3055.07,base,1.23824,0.70509,0.986195,0.61932,0.45869,0.50846,0.29376,1.20644,0.67285,0.96701,0.0009505,0.0009505,0.0009505
7,3533.14,super,1.22072,0.673771,0.983783,0.71838,0.47093,0.52345,0.30399,1.19237,0.64639,0.97098,0.0009406,0.0009406,0.0009406
7,3558.86,base,1.23463,0.698043,0.983001,0.7162,0.46287,0.5146,0.29688,1.20377,0.66771,0.96945,0.0009406,0.0009406,0.0009406
8,4036.52,super,1.21737,0.667643,0.984181,0.72705,0.47268,0.52807,0.30507,1.18708,0.64222,0.9707,0.0009307,0.0009307,0.0009307
8,4062.05,base,1.23191,0.691564,0.98409,0.72593,0.46276,0.51896,0.29855,1.19897,0.66396,0.96962,0.0009307,0.0009307,0.0009307
9,4540.66,super,1.21375,0.663627,0.985411,0.72551,0.47311,0.52906,0.3059,1.18782,0.63763,0.97212,0.0009208,0.0009208,0.0009208
9,4566.42,base,1.22763,0.687192,0.983923,0.72915,0.46082,0.51971,0.29838,1.19884,0.65884,0.96987,0.0009208,0.0009208,0.0009208
10,5044.94,super,1.21113,0.657764,0.981977,0.72397,0.47945,0.53188,0.3086,1.18412,0.63548,0.9712,0.0009109,0.0009109,0.0009109
10,5070.45,base,1.22423,0.680862,0.980696,0.7208,0.4685,0.52391,0.30309,1.19527,0.65606,0.96668,0.0009109,0.0009109,0.0009109
11,5548.28,super,1.20794,0.655048,0.980292,0.72598,0.48021,0.53359,0.30973,1.18403,0.63319,0.96812,0.000901,0.000901,0.000901
11,5573.97,base,1.22087,0.677313,0.978335,0.72962,0.47214,0.5255,0.30335,1.19552,0.65345,0.96689,0.000901,0.000901,0.000901
12,6051.07,super,1.20715,0.652268,0.980849,0.72843,0.48503,0.53796,0.31176,1.18243,0.63209,0.96674,0.0008911,0.0008911,0.0008911
12,6076.71,base,1.22047,0.67464,0.978707,0.7266,0.47748,0.52963,0.30611,1.19297,0.65067,0.9633,0.0008911,0.0008911,0.0008911
13,6554.09,super,1.20418,0.650248,0.980914,0.73193,0.48134,0.53961,0.31259,1.17994,0.63249,0.96538,0.0008812,0.0008812,0.0008812
13,6579.77,base,1.21715,0.672204,0.976849,0.72535,0.48037,0.53196,0.30726,1.19055,0.65163,0.95917,0.0008812,0.0008812,0.0008812
14,7056.99,super,1.20271,0.647593,0.977547,0.72872,0.48661,0.54075,0.31379,1.17847,0.63097,0.9661,0.0008713,0.0008713,0.0008713
14,7082.51,base,1.21578,0.669752,0.974647,0.72273,0.4814,0.53184,0.30852,1.18925,0.64962,0.96181,0.0008713,0.0008713,0.0008713
15,7559.75,super,1.20149,0.645331,0.977857,0.73461,0.48741,0.54213,0.31392,1.17894,0.62999,0.97083,0.0008614,0.0008614,0.0008614
15,7585.38,base,1.21439,0.666946,0.974873,0.72894,0.48224,0.53508,0.30905,1.18978,0.64769,0.96503,0.0008614,0.0008614,0.0008614
16,8062.94,super,1.20006,0.643386,0.978501,0.6279,0.49357,0.54483,0.3162,1.17802,0.62531,0.96902,0.0008515,0.0008515,0.0008515
16,8088.59,base,1.21286,0.664321,0.975432,0.62539,0.48401,0.53716,0.31046,1.18792,0.64436,0.96499,0.0008515,0.0008515,0.0008515
17,8565.97,super,1.19839,0.640293,0.976104,0.63934,0.48766,0.54658,0.31682,1.17769,0.62279,0.96435,0.0008416,0.0008416,0.0008416
17,8591.4,base,1.21094,0.661683,0.973354,0.63582,0.48282,0.53855,0.31134,1.1871,0.64047,0.96026,0.0008416,0.0008416,0.0008416
18,9068.65,super,1.19486,0.635148,0.973695,0.62373,0.49578,0.54808,0.31792,1.17535,0.62123,0.9654,0.0008317,0.0008317,0.0008317
