=== [1/2] Train: feat=both, prev_p in {0.0, 1.0}, seeds 0-4 ===
  training prev_p=0.0 seed=0 -> method02_advantage_regress_tinyConv/outputs/bdd100k/policy_both_prevpp00_s0.pt
ep  59 | train total 0.6387 acc -0.0464 flops 0.6667 p_super 0.070 || val p_super 0.035 acc -0.0221 corr 0.138
ep  60 | train total 0.6388 acc -0.0463 flops 0.6666 p_super 0.070 || val p_super 0.052 acc -0.0249 corr 0.137
ep  61 | train total 0.6374 acc -0.0470 flops 0.6657 p_super 0.068 || val p_super 0.040 acc -0.0222 corr 0.132
ep  62 | train total 0.6390 acc -0.0460 flops 0.6664 p_super 0.070 || val p_super 0.057 acc -0.0269 corr 0.136
ep  63 | train total 0.6392 acc -0.0447 flops 0.6650 p_super 0.066 || val p_super 0.041 acc -0.0245 corr 0.130
ep  64 | train total 0.6380 acc -0.0470 flops 0.6664 p_super 0.070 || val p_super 0.050 acc -0.0242 corr 0.134
ep  65 | train total 0.6378 acc -0.0470 flops 0.6663 p_super 0.069 || val p_super 0.060 acc -0.0273 corr 0.132
ep  66 | train total 0.6381 acc -0.0469 flops 0.6665 p_super 0.070 || val p_super 0.057 acc -0.0236 corr 0.133
ep  67 | train total 0.6387 acc -0.0463 flops 0.6664 p_super 0.070 || val p_super 0.048 acc -0.0234 corr 0.134
ep  68 | train total 0.6387 acc -0.0461 flops 0.6661 p_super 0.069 || val p_super 0.049 acc -0.0265 corr 0.137
ep  69 | train total 0.6375 acc -0.0468 flops 0.6655 p_super 0.067 || val p_super 0.051 acc -0.0253 corr 0.133
ep  70 | train total 0.6373 acc -0.0472 flops 0.6658 p_super 0.068 || val p_super 0.044 acc -0.0226 corr 0.126
ep  71 | train total 0.6382 acc -0.0463 flops 0.6658 p_super 0.068 || val p_super 0.036 acc -0.0211 corr 0.135
ep  72 | train total 0.6382 acc -0.0470 flops 0.6667 p_super 0.070 || val p_super 0.043 acc -0.0245 corr 0.135
ep  73 | train total 0.6384 acc -0.0463 flops 0.6662 p_super 0.069 || val p_super 0.053 acc -0.0259 corr 0.134
ep  74 | train total 0.6385 acc -0.0469 flops 0.6669 p_super 0.071 || val p_super 0.058 acc -0.0272 corr 0.134
ep  75 | train total 0.6369 acc -0.0482 flops 0.6667 p_super 0.070 || val p_super 0.045 acc -0.0237 corr 0.131
ep  76 | train total 0.6370 acc -0.0479 flops 0.6664 p_super 0.070 || val p_super 0.050 acc -0.0255 corr 0.131
ep  77 | train total 0.6368 acc -0.0486 flops 0.6669 p_super 0.071 || val p_super 0.050 acc -0.0255 corr 0.133
ep  78 | train total 0.6370 acc -0.0487 flops 0.6673 p_super 0.072 || val p_super 0.052 acc -0.0245 corr 0.134
ep  79 | train total 0.6376 acc -0.0475 flops 0.6666 p_super 0.070 || val p_super 0.035 acc -0.0176 corr 0.129
ep  80 | train total 0.6376 acc -0.0468 flops 0.6658 p_super 0.068 || val p_super 0.037 acc -0.0216 corr 0.132
ep  81 | train total 0.6373 acc -0.0471 flops 0.6657 p_super 0.068 || val p_super 0.055 acc -0.0246 corr 0.129
ep  82 | train total 0.6372 acc -0.0483 flops 0.6671 p_super 0.072 || val p_super 0.038 acc -0.0187 corr 0.132
ep  83 | train total 0.6366 acc -0.0478 flops 0.6657 p_super 0.068 || val p_super 0.050 acc -0.0253 corr 0.137
ep  84 | train total 0.6366 acc -0.0489 flops 0.6671 p_super 0.071 || val p_super 0.065 acc -0.0257 corr 0.138
ep  85 | train total 0.6358 acc -0.0501 flops 0.6676 p_super 0.073 || val p_super 0.044 acc -0.0222 corr 0.132
ep  86 | train total 0.6354 acc -0.0497 flops 0.6666 p_super 0.070 || val p_super 0.047 acc -0.0225 corr 0.130
ep  87 | train total 0.6353 acc -0.0499 flops 0.6667 p_super 0.070 || val p_super 0.046 acc -0.0235 corr 0.131
ep  88 | train total 0.6372 acc -0.0479 flops 0.6666 p_super 0.070 || val p_super 0.043 acc -0.0209 corr 0.130
ep  89 | train total 0.6365 acc -0.0486 flops 0.6666 p_super 0.070 || val p_super 0.056 acc -0.0235 corr 0.128
ep  90 | train total 0.6366 acc -0.0493 flops 0.6677 p_super 0.073 || val p_super 0.045 acc -0.0235 corr 0.130
ep  91 | train total 0.6356 acc -0.0499 flops 0.6672 p_super 0.072 || val p_super 0.056 acc -0.0235 corr 0.141
ep  92 | train total 0.6353 acc -0.0506 flops 0.6676 p_super 0.073 || val p_super 0.052 acc -0.0240 corr 0.133
ep  93 | train total 0.6364 acc -0.0484 flops 0.6662 p_super 0.069 || val p_super 0.044 acc -0.0189 corr 0.130
ep  94 | train total 0.6352 acc -0.0501 flops 0.6669 p_super 0.071 || val p_super 0.050 acc -0.0272 corr 0.133
ep  95 | train total 0.6374 acc -0.0479 flops 0.6669 p_super 0.071 || val p_super 0.049 acc -0.0243 corr 0.138
ep  96 | train total 0.6353 acc -0.0499 flops 0.6667 p_super 0.070 || val p_super 0.047 acc -0.0227 corr 0.130
ep  97 | train total 0.6364 acc -0.0488 flops 0.6668 p_super 0.071 || val p_super 0.050 acc -0.0248 corr 0.135
ep  98 | train total 0.6356 acc -0.0495 flops 0.6667 p_super 0.070 || val p_super 0.049 acc -0.0261 corr 0.131
ep  99 | train total 0.6362 acc -0.0494 flops 0.6673 p_super 0.072 || val p_super 0.047 acc -0.0255 corr 0.136
ep 100 | train total 0.6361 acc -0.0500 flops 0.6679 p_super 0.074 || val p_super 0.047 acc -0.0224 corr 0.132
ep 101 | train total 0.6382 acc -0.0458 flops 0.6652 p_super 0.066 || val p_super 0.043 acc -0.0262 corr 0.137
ep 102 | train total 0.6378 acc -0.0469 flops 0.6661 p_super 0.069 || val p_super 0.043 acc -0.0229 corr 0.133
ep 103 | train total 0.6364 acc -0.0487 flops 0.6666 p_super 0.070 || val p_super 0.043 acc -0.0223 corr 0.137
ep 104 | train total 0.6360 acc -0.0492 flops 0.6667 p_super 0.070 || val p_super 0.050 acc -0.0245 corr 0.137
ep 105 | train total 0.6350 acc -0.0504 flops 0.6670 p_super 0.071 || val p_super 0.052 acc -0.0256 corr 0.136
ep 106 | train total 0.6364 acc -0.0492 flops 0.6673 p_super 0.072 || val p_super 0.046 acc -0.0264 corr 0.136
ep 107 | train total 0.6356 acc -0.0494 flops 0.6665 p_super 0.070 || val p_super 0.039 acc -0.0198 corr 0.128
ep 108 | train total 0.6371 acc -0.0478 flops 0.6663 p_super 0.069 || val p_super 0.045 acc -0.0233 corr 0.128
ep 109 | train total 0.6359 acc -0.0492 flops 0.6666 p_super 0.070 || val p_super 0.036 acc -0.0198 corr 0.126
ep 110 | train total 0.6348 acc -0.0500 flops 0.6663 p_super 0.069 || val p_super 0.057 acc -0.0249 corr 0.136
ep 111 | train total 0.6365 acc -0.0486 flops 0.6666 p_super 0.070 || val p_super 0.059 acc -0.0260 corr 0.131
ep 112 | train total 0.6363 acc -0.0489 flops 0.6668 p_super 0.071 || val p_super 0.055 acc -0.0247 corr 0.136
ep 113 | train total 0.6359 acc -0.0499 flops 0.6674 p_super 0.072 || val p_super 0.043 acc -0.0213 corr 0.126
ep 114 | train total 0.6347 acc -0.0502 flops 0.6663 p_super 0.069 || val p_super 0.048 acc -0.0232 corr 0.134
ep 115 | train total 0.6355 acc -0.0498 flops 0.6669 p_super 0.071 || val p_super 0.048 acc -0.0209 corr 0.130
ep 116 | train total 0.6353 acc -0.0504 flops 0.6673 p_super 0.072 || val p_super 0.041 acc -0.0222 corr 0.125
ep 117 | train total 0.6365 acc -0.0490 flops 0.6671 p_super 0.071 || val p_super 0.047 acc -0.0257 corr 0.134
ep 118 | train total 0.6363 acc -0.0491 flops 0.6670 p_super 0.071 || val p_super 0.066 acc -0.0270 corr 0.134
ep 119 | train total 0.6351 acc -0.0506 flops 0.6674 p_super 0.072 || val p_super 0.048 acc -0.0238 corr 0.129
ep 120 | train total 0.6349 acc -0.0506 flops 0.6672 p_super 0.072 || val p_super 0.048 acc -0.0248 corr 0.133
ep 121 | train total 0.6340 acc -0.0515 flops 0.6671 p_super 0.072 || val p_super 0.041 acc -0.0210 corr 0.126
ep 122 | train total 0.6337 acc -0.0522 flops 0.6676 p_super 0.073 || val p_super 0.048 acc -0.0198 corr 0.126
ep 123 | train total 0.6343 acc -0.0516 flops 0.6676 p_super 0.073 || val p_super 0.040 acc -0.0223 corr 0.128
ep 124 | train total 0.6352 acc -0.0498 flops 0.6665 p_super 0.070 || val p_super 0.055 acc -0.0257 corr 0.136
ep 125 | train total 0.6341 acc -0.0516 flops 0.6674 p_super 0.072 || val p_super 0.056 acc -0.0228 corr 0.129
ep 126 | train total 0.6347 acc -0.0503 flops 0.6665 p_super 0.070 || val p_super 0.053 acc -0.0261 corr 0.140
ep 127 | train total 0.6343 acc -0.0514 flops 0.6674 p_super 0.072 || val p_super 0.065 acc -0.0288 corr 0.135
ep 128 | train total 0.6343 acc -0.0514 flops 0.6674 p_super 0.072 || val p_super 0.047 acc -0.0249 corr 0.133
ep 129 | train total 0.6342 acc -0.0519 flops 0.6679 p_super 0.074 || val p_super 0.045 acc -0.0229 corr 0.138
ep 130 | train total 0.6342 acc -0.0519 flops 0.6679 p_super 0.074 || val p_super 0.053 acc -0.0255 corr 0.130
ep 131 | train total 0.6360 acc -0.0495 flops 0.6671 p_super 0.071 || val p_super 0.052 acc -0.0258 corr 0.133
ep 132 | train total 0.6343 acc -0.0511 flops 0.6670 p_super 0.071 || val p_super 0.052 acc -0.0255 corr 0.133
ep 133 | train total 0.6346 acc -0.0512 flops 0.6676 p_super 0.073 || val p_super 0.045 acc -0.0230 corr 0.130
ep 134 | train total 0.6344 acc -0.0517 flops 0.6679 p_super 0.074 || val p_super 0.052 acc -0.0253 corr 0.135
ep 135 | train total 0.6341 acc -0.0518 flops 0.6677 p_super 0.073 || val p_super 0.053 acc -0.0233 corr 0.136
ep 136 | train total 0.6337 acc -0.0519 flops 0.6672 p_super 0.072 || val p_super 0.061 acc -0.0262 corr 0.136
ep 137 | train total 0.6339 acc -0.0518 flops 0.6674 p_super 0.073 || val p_super 0.048 acc -0.0241 corr 0.131
ep 138 | train total 0.6344 acc -0.0521 flops 0.6684 p_super 0.075 || val p_super 0.042 acc -0.0206 corr 0.127
ep 139 | train total 0.6344 acc -0.0515 flops 0.6676 p_super 0.073 || val p_super 0.045 acc -0.0219 corr 0.133
ep 140 | train total 0.6339 acc -0.0518 flops 0.6673 p_super 0.072 || val p_super 0.048 acc -0.0247 corr 0.135
ep 141 | train total 0.6345 acc -0.0512 flops 0.6674 p_super 0.072 || val p_super 0.054 acc -0.0268 corr 0.137
ep 142 | train total 0.6339 acc -0.0521 flops 0.6679 p_super 0.074 || val p_super 0.043 acc -0.0198 corr 0.131
ep 143 | train total 0.6341 acc -0.0519 flops 0.6677 p_super 0.073 || val p_super 0.057 acc -0.0268 corr 0.135
ep 144 | train total 0.6336 acc -0.0522 flops 0.6675 p_super 0.073 || val p_super 0.046 acc -0.0259 corr 0.137
ep 145 | train total 0.6341 acc -0.0516 flops 0.6674 p_super 0.072 || val p_super 0.054 acc -0.0265 corr 0.133
ep 146 | train total 0.6336 acc -0.0524 flops 0.6678 p_super 0.074 || val p_super 0.054 acc -0.0272 corr 0.140
ep 147 | train total 0.6339 acc -0.0518 flops 0.6674 p_super 0.072 || val p_super 0.043 acc -0.0183 corr 0.126
ep 148 | train total 0.6352 acc -0.0501 flops 0.6669 p_super 0.071 || val p_super 0.046 acc -0.0228 corr 0.123
ep 149 | train total 0.6335 acc -0.0525 flops 0.6679 p_super 0.074 || val p_super 0.057 acc -0.0281 corr 0.132
[*] best val_corr=0.15153 @ epoch 14 (of 150)
[*] saved policy (val-best) -> method02_advantage_regress_tinyConv/outputs/bdd100k/policy_both_prevpp00_s1.pt
  training prev_p=0.0 seed=2 -> method02_advantage_regress_tinyConv/outputs/bdd100k/policy_both_prevpp00_s2.pt
ep   0 | train total 0.6683 acc -0.0000 flops 0.6438 p_super 0.006 || val p_super 0.000 acc -0.0000 corr 0.055  *best*
ep   1 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.001 acc -0.0000 corr 0.048
ep   2 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.038
ep   3 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.005 acc 0.0001 corr 0.025
ep   4 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.004 acc 0.0000 corr 0.020
ep   5 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.004 acc 0.0000 corr 0.028
ep   6 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.004 acc -0.0000 corr 0.006
ep   7 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep   8 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep   9 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  10 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  11 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  12 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  13 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  14 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  15 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  16 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  17 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  18 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  19 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  20 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  21 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  22 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  23 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0001 corr 0.000
ep  24 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  25 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  26 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr -0.000
ep  27 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  28 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  29 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  30 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  31 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  32 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  33 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr -0.000
ep  34 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  35 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  36 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  37 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  38 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  39 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  40 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr -0.000
ep  41 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  42 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  43 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  44 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  45 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  46 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  47 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  48 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  49 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  50 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  51 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  52 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  53 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  54 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  55 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  56 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  57 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr -0.000
ep  58 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  59 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  60 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  61 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  62 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  63 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  64 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  65 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  66 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  67 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  68 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  69 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  70 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr -0.000
ep  71 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  72 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  73 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  74 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  75 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  76 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr -0.000
ep  77 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  78 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  79 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  80 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  81 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr -0.000
ep  82 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  83 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  84 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr -0.000
ep  85 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  86 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  87 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  88 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  89 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr -0.000
ep  90 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  91 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  92 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  93 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  94 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  95 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep  96 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr -0.000
ep  97 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  98 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep  99 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep 100 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep 101 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep 102 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep 103 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep 104 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep 105 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr -0.000
ep 106 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep 107 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr -0.000
ep 108 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep 109 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep 110 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep 111 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr -0.000
ep 112 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep 113 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0001 corr 0.000
ep 114 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep 115 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep 116 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep 117 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep 118 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep 119 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep 120 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep 121 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
ep 122 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0001 corr 0.000
ep 123 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep 124 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep 125 | train total 0.6665 acc 0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc -0.0000 corr 0.000
ep 126 | train total 0.6665 acc -0.0000 flops 0.6415 p_super 0.000 || val p_super 0.003 acc 0.0000 corr 0.000
