epoch,time,config,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_om,val/cls_om,val/dfl_om,lr/pg0,lr/pg1,lr/pg2
13,6570.54,base,1.21537,0.668423,0.969456,0.72804,0.4789,0.53184,0.30749,1.18953,0.64925,0.96259,0.0007624,0.0007624,0.0007624
14,7047.95,super,1.20079,0.644929,0.972956,0.72843,0.48703,0.54043,0.3143,1.17819,0.62708,0.96186,0.0007426,0.0007426,0.0007426
14,7073.62,base,1.21358,0.66625,0.972706,0.72754,0.48098,0.53267,0.30852,1.18828,0.64497,0.95946,0.0007426,0.0007426,0.0007426
15,7551.17,super,1.20059,0.642704,0.976334,0.72609,0.48796,0.54123,0.31409,1.18096,0.62712,0.96762,0.0007228,0.0007228,0.0007228
15,7576.81,base,1.21362,0.664375,0.975276,0.73215,0.47786,0.53364,0.309,1.19082,0.64488,0.96464,0.0007228,0.0007228,0.0007228
16,8053.91,super,1.19861,0.641067,0.978017,0.62157,0.4954,0.54456,0.3165,1.17867,0.62535,0.96555,0.000703,0.000703,0.000703
16,8079.53,base,1.21155,0.662774,0.976034,0.631,0.48121,0.53537,0.31053,1.18837,0.64311,0.96183,0.000703,0.000703,0.000703
17,8556.94,super,1.19665,0.639109,0.975476,0.63442,0.4894,0.54538,0.31639,1.17799,0.6233,0.96678,0.0006832,0.0006832,0.0006832
17,8582.35,base,1.20944,0.66055,0.973371,0.63071,0.48233,0.53791,0.3116,1.18809,0.64143,0.96246,0.0006832,0.0006832,0.0006832
18,9059.68,super,1.19464,0.634758,0.973547,0.63256,0.48879,0.54689,0.3175,1.17537,0.62178,0.96525,0.0006634,0.0006634,0.0006634
18,9085.35,base,1.20728,0.656291,0.97149,0.63006,0.48731,0.53927,0.31198,1.18517,0.63986,0.96126,0.0006634,0.0006634,0.0006634
19,9562.7,super,1.19379,0.633247,0.975417,0.64006,0.48979,0.54752,0.31787,1.17645,0.62102,0.97005,0.0006436,0.0006436,0.0006436
19,9588.31,base,1.20628,0.655324,0.97311,0.63108,0.48796,0.53972,0.31289,1.18655,0.63924,0.96549,0.0006436,0.0006436,0.0006436
20,10065.8,super,1.19279,0.63175,0.975537,0.6289,0.4936,0.54726,0.31828,1.17525,0.6204,0.96631,0.0006238,0.0006238,0.0006238
20,10091.4,base,1.20578,0.653518,0.973233,0.62926,0.48792,0.54057,0.3136,1.18475,0.63752,0.96146,0.0006238,0.0006238,0.0006238
21,10569.2,super,1.19243,0.630233,0.974051,0.63341,0.49561,0.54958,0.32065,1.1752,0.62038,0.96604,0.000604,0.000604,0.000604
21,10594.6,base,1.20513,0.651739,0.97165,0.63039,0.49193,0.5429,0.31559,1.18465,0.63736,0.96123,0.000604,0.000604,0.000604
22,11071.9,super,1.19124,0.629275,0.974321,0.62862,0.49558,0.54856,0.31918,1.1754,0.61923,0.96774,0.0005842,0.0005842,0.0005842
22,11097.3,base,1.20357,0.650208,0.971185,0.62919,0.48878,0.5421,0.3145,1.18448,0.63599,0.9626,0.0005842,0.0005842,0.0005842
23,11575.2,super,1.19088,0.627879,0.973374,0.6297,0.49665,0.5492,0.31987,1.17484,0.61828,0.96477,0.0005644,0.0005644,0.0005644
23,11600.6,base,1.20356,0.649228,0.970719,0.63442,0.48597,0.54258,0.315,1.18393,0.63494,0.95992,0.0005644,0.0005644,0.0005644
24,12078.4,super,1.18855,0.62701,0.966384,0.63513,0.49434,0.55034,0.32092,1.17408,0.61756,0.95892,0.0005446,0.0005446,0.0005446
24,12104,base,1.20033,0.647916,0.965305,0.6288,0.48848,0.54342,0.31565,1.18279,0.63286,0.95511,0.0005446,0.0005446,0.0005446
25,12581.9,super,1.18639,0.623838,0.96739,0.63766,0.49168,0.54996,0.32044,1.17351,0.61664,0.96389,0.0005248,0.0005248,0.0005248
25,12607.3,base,1.19896,0.645634,0.96655,0.64038,0.48591,0.54303,0.31654,1.1824,0.63262,0.95987,0.0005248,0.0005248,0.0005248
26,13085.3,super,1.18703,0.623268,0.969409,0.63203,0.49894,0.55215,0.32142,1.17261,0.61546,0.96121,0.000505,0.000505,0.000505
26,13110.7,base,1.19978,0.644937,0.967608,0.63682,0.48859,0.54527,0.31674,1.18159,0.63153,0.95685,0.000505,0.000505,0.000505
27,13588.4,super,1.18514,0.620667,0.969526,0.63572,0.49482,0.55171,0.32099,1.17351,0.61701,0.96639,0.0004852,0.0004852,0.0004852
27,13613.8,base,1.19816,0.642311,0.967651,0.62435,0.49429,0.5456,0.31682,1.18278,0.63227,0.96127,0.0004852,0.0004852,0.0004852
28,14091.7,super,1.18241,0.619706,0.968354,0.63318,0.49552,0.55038,0.32134,1.17229,0.61548,0.9632,0.0004654,0.0004654,0.0004654
28,14117,base,1.1957,0.641743,0.966538,0.6317,0.49418,0.54774,0.31748,1.1813,0.63092,0.95882,0.0004654,0.0004654,0.0004654
29,14595,super,1.18265,0.616532,0.967205,0.7376,0.49762,0.55205,0.32118,1.17249,0.61379,0.9639,0.0004456,0.0004456,0.0004456
29,14620.4,base,1.19584,0.638528,0.966129,0.73179,0.49177,0.54763,0.31784,1.18104,0.62898,0.9597,0.0004456,0.0004456,0.0004456
30,15098.1,super,1.1816,0.616449,0.96906,0.63291,0.49689,0.55347,0.3221,1.17173,0.61377,0.96408,0.0004258,0.0004258,0.0004258
30,15123.6,base,1.19457,0.637905,0.966912,0.63545,0.49029,0.54679,0.31817,1.18038,0.62897,0.95958,0.0004258,0.0004258,0.0004258
31,15601,super,1.18106,0.615103,0.9699,0.6353,0.49767,0.55285,0.32257,1.17119,0.6143,0.96545,0.000406,0.000406,0.000406
31,15626.4,base,1.19442,0.637484,0.967348,0.63326,0.49182,0.5485,0.31829,1.18024,0.62949,0.96057,0.000406,0.000406,0.000406
32,16104,super,1.18013,0.613385,0.96904,0.62599,0.5074,0.55291,0.32232,1.17121,0.61314,0.96393,0.0003862,0.0003862,0.0003862
32,16129.4,base,1.1932,0.635982,0.966771,0.63479,0.4933,0.54857,0.31889,1.17979,0.62799,0.95901,0.0003862,0.0003862,0.0003862
33,16607.4,super,1.17842,0.611901,0.965426,0.63121,0.50471,0.55352,0.32239,1.17122,0.61184,0.96236,0.0003664,0.0003664,0.0003664
33,16632.8,base,1.19148,0.63385,0.964595,0.63326,0.49631,0.54834,0.31905,1.17915,0.62679,0.95846,0.0003664,0.0003664,0.0003664
34,17110.2,super,1.17873,0.611205,0.964899,0.63641,0.50153,0.55426,0.32265,1.17094,0.61165,0.9611,0.0003466,0.0003466,0.0003466
34,17135.5,base,1.19175,0.63364,0.963772,0.60668,0.51392,0.55046,0.31902,1.17888,0.62645,0.95768,0.0003466,0.0003466,0.0003466
35,17612.8,super,1.17795,0.609656,0.964407,0.63416,0.50423,0.55434,0.32316,1.17102,0.61161,0.96121,0.0003268,0.0003268,0.0003268
35,17638.1,base,1.19093,0.631648,0.963938,0.60222,0.51395,0.55054,0.31981,1.17853,0.62602,0.95777,0.0003268,0.0003268,0.0003268
36,18115.5,super,1.17698,0.60886,0.966981,0.63759,0.50152,0.55527,0.32353,1.17062,0.61145,0.96291,0.000307,0.000307,0.000307
36,18140.8,base,1.1906,0.631319,0.965532,0.63517,0.49334,0.54923,0.31991,1.17835,0.62554,0.95874,0.000307,0.000307,0.000307
37,18618.6,super,1.17621,0.607945,0.963986,0.63689,0.50213,0.55477,0.32344,1.17104,0.61136,0.96202,0.0002872,0.0002872,0.0002872
37,18644.2,base,1.18936,0.63041,0.962802,0.63435,0.49348,0.55021,0.32001,1.17861,0.62545,0.95771,0.0002872,0.0002872,0.0002872
38,19121.4,super,1.17647,0.607803,0.966163,0.63506,0.50477,0.55455,0.32318,1.17071,0.61125,0.96277,0.0002674,0.0002674,0.0002674
38,19146.8,base,1.18978,0.630441,0.964282,0.63017,0.49548,0.54964,0.31992,1.17859,0.62542,0.9585,0.0002674,0.0002674,0.0002674
39,19624,super,1.17296,0.604794,0.963861,0.63546,0.50366,0.55478,0.32298,1.17081,0.61119,0.96237,0.0002476,0.0002476,0.0002476
39,19649.6,base,1.18677,0.627761,0.962793,0.60228,0.51371,0.5493,0.32005,1.17839,0.62518,0.95815,0.0002476,0.0002476,0.0002476
40,20126.9,super,1.17407,0.605361,0.962024,0.63804,0.50294,0.55483,0.32338,1.17064,0.6112,0.96101,0.0002278,0.0002278,0.0002278
40,20152.5,base,1.18775,0.628174,0.961823,0.645,0.51167,0.55052,0.3207,1.17843,0.6249,0.95713,0.0002278,0.0002278,0.0002278
41,20629.7,super,1.17297,0.602724,0.960997,0.63783,0.50336,0.55539,0.32371,1.1707,0.61099,0.96078,0.000208,0.000208,0.000208
41,20655.3,base,1.18675,0.625181,0.961193,0.64159,0.51763,0.55181,0.32097,1.17827,0.62468,0.95711,0.000208,0.000208,0.000208
42,21132.6,super,1.17337,0.603173,0.963642,0.63447,0.50654,0.55547,0.32399,1.17032,0.61083,0.96087,0.0001882,0.0001882,0.0001882
42,21157.9,base,1.18689,0.626054,0.963016,0.63566,0.49479,0.54899,0.32089,1.17791,0.6245,0.95716,0.0001882,0.0001882,0.0001882
43,21634.7,super,1.17031,0.60132,0.961705,0.63271,0.50686,0.55563,0.32374,1.17031,0.61058,0.96057,0.0001684,0.0001684,0.0001684
43,21660.3,base,1.18422,0.624734,0.961812,0.6769,0.50292,0.5528,0.32111,1.17754,0.62449,0.95703,0.0001684,0.0001684,0.0001684
44,22137.5,super,1.17155,0.601615,0.960364,0.63158,0.50659,0.5553,0.32352,1.17015,0.61059,0.96009,0.0001486,0.0001486,0.0001486
44,22163.1,base,1.18536,0.624814,0.960868,0.6662,0.50681,0.55299,0.32132,1.17717,0.62412,0.95673,0.0001486,0.0001486,0.0001486
45,22640.9,super,1.16973,0.6003,0.960103,0.63173,0.50768,0.55545,0.32368,1.17015,0.61066,0.96008,0.0001288,0.0001288,0.0001288
45,22666.3,base,1.18393,0.623151,0.960433,0.62957,0.50116,0.55035,0.32107,1.17708,0.6242,0.95677,0.0001288,0.0001288,0.0001288
46,23144.1,super,1.16987,0.599269,0.960958,0.62977,0.50878,0.5552,0.32353,1.17016,0.61068,0.96016,0.000109,0.000109,0.000109
46,23169.5,base,1.1842,0.622447,0.961267,0.65803,0.51171,0.5547,0.32148,1.17728,0.62418,0.95687,0.000109,0.000109,0.000109
47,23647.4,super,1.17047,0.599076,0.961414,0.6307,0.50923,0.55536,0.32349,1.17016,0.61074,0.96022,8.92e-05,8.92e-05,8.92e-05
47,23673,base,1.18459,0.622647,0.961419,0.64199,0.5193,0.55363,0.32147,1.17725,0.62412,0.95681,8.92e-05,8.92e-05,8.92e-05
48,24150.5,super,1.1692,0.59816,0.961899,0.63019,0.5091,0.55526,0.32337,1.1702,0.6108,0.96042,6.94e-05,6.94e-05,6.94e-05
48,24175.9,base,1.18294,0.621709,0.961388,0.64166,0.52006,0.55346,0.32145,1.17733,0.62407,0.9569,6.94e-05,6.94e-05,6.94e-05
49,24653.1,super,1.16959,0.597698,0.960793,0.63124,0.5081,0.55546,0.32329,1.17026,0.61081,0.96061,4.96e-05,4.96e-05,4.96e-05
49,24678.5,base,1.18344,0.621556,0.960743,0.64456,0.51889,0.55316,0.32142,1.17736,0.62408,0.95704,4.96e-05,4.96e-05,4.96e-05
50,25155.9,super,1.16811,0.597099,0.960092,0.63084,0.50882,0.55559,0.32327,1.1704,0.61085,0.96066,2.98e-05,2.98e-05,2.98e-05
50,25181.6,base,1.1822,0.620787,0.960055,0.64646,0.51742,0.55324,0.32138,1.17747,0.6241,0.95708,2.98e-05,2.98e-05,2.98e-05
