epoch,time,config,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_om,val/cls_om,val/dfl_om,lr/pg0,lr/pg1,lr/pg2
1,497.092,super,1.33318,1.18619,1.0474,0.65395,0.36685,0.40321,0.2334,1.24699,0.76048,0.99486,0.000333029,0.000333029,0.000333029
1,523.474,base,1.35574,1.24598,1.0533,0.64574,0.35269,0.38723,0.22351,1.26596,0.80769,0.99818,0.000333029,0.000333029,0.000333029
2,1006.91,super,1.26807,0.779047,1.00691,0.69594,0.42493,0.47256,0.27211,1.22519,0.69652,0.98702,0.000653168,0.000653168,0.000653168
2,1032.95,base,1.28729,0.821715,1.00999,0.67179,0.42264,0.45912,0.26204,1.24375,0.73358,0.98804,0.000653168,0.000653168,0.000653168
3,1511.76,super,1.24969,0.729692,0.997297,0.69965,0.45192,0.49256,0.28416,1.21036,0.67497,0.97963,0.000960107,0.000960107,0.000960107
3,1537.6,base,1.26726,0.763861,0.998726,0.69599,0.43898,0.48066,0.27458,1.22702,0.70471,0.97991,0.000960107,0.000960107,0.000960107
4,2015.2,super,1.23791,0.704324,0.988881,0.61314,0.45957,0.50749,0.29321,1.20437,0.66024,0.9728,0.0009406,0.0009406,0.0009406
4,2040.75,base,1.25428,0.73286,0.990403,0.60621,0.45089,0.49742,0.28481,1.21854,0.68634,0.97308,0.0009406,0.0009406,0.0009406
5,2519.16,super,1.2322,0.690836,0.989677,0.61859,0.46492,0.51418,0.29677,1.20013,0.6553,0.97394,0.0009208,0.0009208,0.0009208
5,2544.7,base,1.24751,0.718078,0.989727,0.6145,0.45213,0.50339,0.28844,1.21288,0.68066,0.97298,0.0009208,0.0009208,0.0009208
6,3022.19,super,1.22403,0.679596,0.986311,0.62605,0.46183,0.5168,0.30023,1.1921,0.64749,0.96908,0.000901,0.000901,0.000901
6,3047.96,base,1.23854,0.70527,0.986122,0.61505,0.45686,0.5083,0.29296,1.20555,0.67099,0.96894,0.000901,0.000901,0.000901
7,3525.92,super,1.22032,0.674183,0.980972,0.62186,0.46719,0.52354,0.3039,1.19149,0.64596,0.96921,0.0008812,0.0008812,0.0008812
7,3551.43,base,1.23395,0.697535,0.981809,0.61331,0.4626,0.51454,0.29646,1.20455,0.66854,0.96946,0.0008812,0.0008812,0.0008812
8,4029.17,super,1.21805,0.667635,0.9805,0.71756,0.47601,0.52605,0.30369,1.18642,0.64255,0.9668,0.0008614,0.0008614,0.0008614
8,4054.67,base,1.2319,0.691234,0.981128,0.71496,0.46402,0.51717,0.2978,1.19866,0.66366,0.96708,0.0008614,0.0008614,0.0008614
9,4531.99,super,1.21334,0.663428,0.977754,0.72801,0.47399,0.52909,0.3061,1.18653,0.63777,0.96363,0.0008416,0.0008416,0.0008416
9,4557.64,base,1.22666,0.685866,0.978432,0.72731,0.46234,0.51876,0.30049,1.19747,0.65724,0.96283,0.0008416,0.0008416,0.0008416
10,5035.42,super,1.20894,0.657066,0.975314,0.72611,0.47853,0.5327,0.30854,1.18544,0.6358,0.96256,0.0008218,0.0008218,0.0008218
10,5060.85,base,1.22276,0.6792,0.976236,0.71677,0.47254,0.52471,0.30315,1.197,0.65586,0.96223,0.0008218,0.0008218,0.0008218
11,5538.36,super,1.20831,0.653551,0.9755,0.72565,0.48009,0.53316,0.30965,1.18366,0.63379,0.96603,0.000802,0.000802,0.000802
11,5563.83,base,1.2209,0.675789,0.975686,0.73328,0.47212,0.52567,0.30391,1.19446,0.65317,0.96434,0.000802,0.000802,0.000802
12,6041.5,super,1.20612,0.649443,0.974153,0.72697,0.4824,0.5386,0.31213,1.18332,0.63006,0.95949,0.0007822,0.0007822,0.0007822
12,6066.94,base,1.21888,0.671351,0.974298,0.72909,0.4749,0.53118,0.30674,1.19239,0.64769,0.95826,0.0007822,0.0007822,0.0007822
13,6544.88,super,1.20303,0.647389,0.968823,0.73189,0.47892,0.53909,0.31283,1.17994,0.63027,0.96385,0.0007624,0.0007624,0.0007624
