stem,split,loss_super,box_super,cls_super,dfl_super,loss_base,box_base,cls_base,dfl_base,loss_diff,box_diff,cls_diff,dfl_diff,n_gt,n_pred_01_super,mean_conf_01_super,n_pred_05_super,mean_conf_05_super,n_pred_10_super,mean_conf_10_super,n_pred_25_super,mean_conf_25_super,n_pred_50_super,mean_conf_50_super,n_pred_75_super,mean_conf_75_super,top10_mean_conf_super,top20_mean_conf_super,top30_mean_conf_super,n_pred_all_super,mean_conf_all_super,n_pred_01_base,mean_conf_01_base,n_pred_05_base,mean_conf_05_base,n_pred_10_base,mean_conf_10_base,n_pred_25_base,mean_conf_25_base,n_pred_50_base,mean_conf_50_base,n_pred_75_base,mean_conf_75_base,top10_mean_conf_base,top20_mean_conf_base,top30_mean_conf_base,n_pred_all_base,mean_conf_all_base,tp_super,fp_super,fn_super,precision_super,recall_super,ap5095_super,tp_base,fp_base,fn_base,precision_base,recall_base,ap5095_base
000010,train,2.5919215083122253,0.8227716684341431,0.7577220797538757,1.0114277601242065,2.6350825428962708,0.827854573726654,0.7841564416885376,1.023071527481079,0.04316103458404541,0.005082905292510986,0.026434361934661865,0.011643767356872559,9,46,0.21501226723194122,20,0.46859773993492126,17,0.5410869717597961,12,0.7050082087516785,10,0.7685298919677734,6,0.8716119527816772,0.7685298919677734,0.46859773993492126,0.32314544916152954,300,0.035030558705329895,55,0.17716021835803986,24,0.3768114745616913,18,0.48024123907089233,12,0.6451534628868103,7,0.810885488986969,5,0.8791671991348267,0.7095212340354919,0.4397853910923004,0.3098684251308441,300,0.03477415069937706,9,3,0,0.75,1.0,0.7303067452274858,9,3,0,0.75,1.0,0.650660087997814
000011,train,2.806389272212982,0.9433941841125488,0.8958908319473267,0.9671042561531067,3.0554110407829285,0.9044399857521057,1.1540977954864502,0.9968732595443726,0.2490217685699463,-0.038954198360443115,0.25820696353912354,0.02976900339126587,6,23,0.20110011100769043,12,0.37010520696640015,10,0.43053317070007324,6,0.6146851778030396,5,0.6718997359275818,2,0.8318507075309753,0.43053317070007324,0.22966742515563965,0.15612252056598663,300,0.017565542832016945,31,0.15029294788837433,15,0.2882855534553528,13,0.3233308494091034,5,0.6018064022064209,4,0.6849313378334045,0,nan,0.3863876760005951,0.22449754178524017,0.15496066212654114,300,0.017854413017630577,5,1,1,0.8333333333333334,0.8333333333333334,0.719063778345473,4,1,2,0.8,0.6666666666666666,0.6786685673231257
000012,train,2.894933044910431,0.9218060374259949,1.1104669570922852,0.8626600503921509,2.7664955854415894,0.8696725368499756,1.0512865781784058,0.845536470413208,-0.12843745946884155,-0.05213350057601929,-0.059180378913879395,-0.01712357997894287,2,5,0.3825925588607788,3,0.6284493803977966,3,0.6284493803977966,2,0.848884105682373,2,0.848884105682373,2,0.848884105682373,0.19422194361686707,0.09892299026250839,0.0669805184006691,300,0.008174994960427284,6,0.3145659565925598,3,0.6140681505203247,2,0.8906999826431274,2,0.8906999826431274,2,0.8906999826431274,2,0.8906999826431274,0.19098182022571564,0.0976942777633667,0.06633303314447403,300,0.008092922158539295,2,0,0,1.0,1.0,0.796,2,0,0,1.0,1.0,0.84575
000013,train,3.052431643009186,0.915702223777771,1.3457082509994507,0.7910211682319641,3.280143678188324,0.9364733695983887,1.550608515739441,0.7930617928504944,0.22771203517913818,0.020771145820617676,0.20490026473999023,0.0020406246185302734,1,4,0.2722316086292267,3,0.3519243001937866,1,0.896648645401001,1,0.896648645401001,1,0.896648645401001,1,0.896648645401001,0.11112160980701447,0.057103730738162994,0.03899386152625084,246,0.006085722241550684,5,0.2559199035167694,4,0.3164491057395935,3,0.38909754157066345,1,0.8992631435394287,1,0.8992631435394287,1,0.8992631435394287,0.13240264356136322,0.06937075406312943,0.04770705848932266,270,0.0066919513046741486,1,0,0,1.0,1.0,0.796,1,0,0,1.0,1.0,0.796
000015,train,3.7855517864227295,1.4740961790084839,1.0820350646972656,1.22942054271698,3.883655548095703,1.5024957656860352,1.1514368057250977,1.2297229766845703,0.09810376167297363,0.02839958667755127,0.06940174102783203,0.00030243396759033203,5,26,0.1949273943901062,12,0.39650958776474,8,0.5608009099960327,8,0.5608009099960327,3,0.8457382917404175,3,0.8457382917404175,0.4648154377937317,0.24958930909633636,0.17008335888385773,300,0.01920946314930916,49,0.1188884899020195,15,0.3449227511882782,10,0.48677077889442444,7,0.6328350305557251,4,0.7786203026771545,2,0.9198025465011597,0.48677077889442444,0.26823532581329346,0.1859925538301468,300,0.022085117176175117,4,4,1,0.5,0.8,0.6615474032927303,4,3,1,0.5714285714285714,0.8,0.6613279021885246
000017,train,3.460274636745453,1.072995662689209,1.671794056892395,0.7154849171638489,3.336691975593567,0.9989796876907349,1.5788036584854126,0.7589086294174194,-0.12358266115188599,-0.07401597499847412,-0.09299039840698242,0.04342371225357056,1,2,0.46884313225746155,1,0.9255158305168152,1,0.9255158305168152,1,0.9255158305168152,1,0.9255158305168152,1,0.9255158305168152,0.09726249426603317,0.050173837691545486,0.03431754186749458,289,0.004898307844996452,3,0.30486631393432617,1,0.887607991695404,1,0.887607991695404,1,0.887607991695404,1,0.887607991695404,1,0.887607991695404,0.09603513777256012,0.0504269078373909,0.03489590808749199,300,0.004911522846668959,1,0,0,1.0,1.0,0.796,1,0,0,1.0,1.0,0.796
000018,train,4.878044128417969,0.6078239679336548,3.262521982192993,1.0076981782913208,4.531035780906677,0.686954140663147,2.8084568977355957,1.0356247425079346,-0.3470083475112915,0.07913017272949219,-0.45406508445739746,0.02792656421661377,3,62,0.17897889018058777,28,0.3685797452926636,21,0.46877816319465637,17,0.5374391078948975,9,0.67449551820755,1,0.7965709567070007,0.6540272235870361,0.48656269907951355,0.3471347987651825,300,0.03900911286473274,65,0.16469745337963104,31,0.318695992231369,25,0.37695926427841187,15,0.5033530592918396,8,0.6171067953109741,1,0.8154333829879761,0.582532525062561,0.4347412586212158,0.32728856801986694,300,0.03782041743397713,2,15,1,0.11764705882352941,0.6666666666666666,0.8623333333333335,2,13,1,0.13333333333333333,0.6666666666666666,0.6633333333333333
000019,train,2.8088988065719604,0.5837173461914062,1.3537847995758057,0.8713966608047485,2.706777036190033,0.6013575792312622,1.2097467184066772,0.8956727385520935,-0.10212177038192749,0.017640233039855957,-0.14403808116912842,0.02427607774734497,4,18,0.23919323086738586,11,0.3787578046321869,7,0.5429069399833679,6,0.6165857911109924,4,0.7334591746330261,2,0.8529210090637207,0.4080255925655365,0.2161172479391098,0.14552345871925354,300,0.016093676909804344,18,0.2097119241952896,11,0.3342479169368744,7,0.4909766912460327,6,0.5493597984313965,2,0.8792728185653687,2,0.8792728185653687,0.36226415634155273,0.1896962672472,0.1285518854856491,296,0.014564319513738155,3,3,1,0.5,0.75,0.7462994791666666,3,3,1,0.5,0.75,0.9121103896102868
000020,train,2.5116498470306396,0.5975320339202881,1.2124013900756836,0.701716423034668,2.507952392101288,0.5705340504646301,1.2303663492202759,0.7070519924163818,-0.0036974549293518066,-0.02699798345565796,0.017964959144592285,0.005335569381713867,1,1,0.9094763398170471,1,0.9094763398170471,1,0.9094763398170471,1,0.9094763398170471,1,0.9094763398170471,1,0.9094763398170471,0.09459955245256424,0.048859935253858566,0.03347451612353325,255,0.005260769743472338,1,0.9165363311767578,1,0.9165363311767578,1,0.9165363311767578,1,0.9165363311767578,1,0.9165363311767578,1,0.9165363311767578,0.09725123643875122,0.05068407580256462,0.034827180206775665,283,0.004973117262125015,1,0,0,1.0,1.0,0.8955,1,0,0,1.0,1.0,0.8955
000021,train,2.7967448830604553,0.9023447036743164,0.8272247910499573,1.0671753883361816,2.956190288066864,0.9646692276000977,0.8926146626472473,1.098906397819519,0.1594454050064087,0.06232452392578125,0.06538987159729004,0.0317310094833374,8,23,0.3140707314014435,15,0.47051137685775757,11,0.6097216606140137,10,0.6498855948448181,7,0.7732236385345459,5,0.8222301602363586,0.6498855948448181,0.3594178855419159,0.24271152913570404,300,0.026023587211966515,29,0.25895386934280396,18,0.39985427260398865,12,0.5640685558319092,11,0.6056174635887146,7,0.762367308139801,3,0.8728317618370056,0.6388786435127258,0.3646028935909271,0.2506401538848877,300,0.027052855119109154,7,3,1,0.7,0.875,0.8018478255479631,7,4,1,0.6363636363636364,0.875,0.7767233729254507
000022,train,3.4821196794509888,0.6955957412719727,1.7271827459335327,1.0593411922454834,4.650543570518494,1.1287870407104492,2.3953986167907715,1.126357913017273,1.1684238910675049,0.43319129943847656,0.6682158708572388,0.06701672077178955,2,13,0.13650789856910706,7,0.2322656810283661,4,0.3545588254928589,3,0.40102362632751465,1,0.6239604353904724,0,nan,0.17303112149238586,0.0907750204205513,0.06154855340719223,300,0.007570561021566391,12,0.11551836133003235,5,0.24363279342651367,4,0.28124070167541504,1,0.5174263715744019,1,0.5174263715744019,0,nan,0.13596875965595245,0.07271099835634232,0.0504770390689373,300,0.006612865254282951,2,1,0,0.6666666666666666,1.0,0.7955425546644255,1,0,1,1.0,0.5,0.511897803068161
000023,train,3.3849265575408936,1.0894593000411987,1.2953506708145142,1.0001165866851807,3.5171024799346924,1.0817668437957764,1.434611439704895,1.000724196434021,0.13217592239379883,-0.007692456245422363,0.13926076889038086,0.000607609748840332,3,5,0.4499441683292389,4,0.5568307042121887,3,0.7220157980918884,3,0.7220157980918884,2,0.9083151817321777,2,0.9083151817321777,0.2277793437242508,0.11573036760091782,0.07818637043237686,292,0.009447921998798847,6,0.3495034873485565,3,0.6722168922424316,3,0.6722168922424316,2,0.908859372138977,2,0.908859372138977,2,0.908859372138977,0.21236148476600647,0.10851562023162842,0.07352174073457718,300,0.008791852742433548,2,1,1,0.6666666666666666,0.6666666666666666,0.6135833333333334,2,0,1,1.0,0.6666666666666666,0.6135833333333334
000025,train,3.124419689178467,0.8215768933296204,1.3195122480392456,0.9833305478096008,3.3594977259635925,0.922847330570221,1.4078634977340698,1.0287868976593018,0.23507803678512573,0.10127043724060059,0.08835124969482422,0.04545634984970093,6,26,0.31241375207901,13,0.5961301922798157,12,0.6375608444213867,10,0.7359292507171631,8,0.8096813559532166,6,0.8963991403579712,0.7359292507171631,0.400922030210495,0.2717622220516205,300,0.02898242324590683,25,0.32667383551597595,16,0.4984654188156128,13,0.5943914651870728,10,0.7279466390609741,8,0.8055422306060791,6,0.8997153639793396,0.7279466390609741,0.4044759273529053,0.27345526218414307,300,0.029225032776594162,5,5,1,0.5,0.8333333333333334,0.4245171295910154,5,5,1,0.5,0.8333333333333334,0.49870030781715435
000026,train,4.596940040588379,1.580583930015564,2.015791416168213,1.000564694404602,4.443432867527008,1.453211784362793,2.034837007522583,0.9553840756416321,-0.15350717306137085,-0.127372145652771,0.019045591354370117,-0.04518061876296997,2,5,0.2533741891384125,3,0.4096295237541199,3,0.4096295237541199,2,0.5033290386199951,1,0.623185396194458,0,nan,0.1306430846452713,0.06753696501255035,0.04611971601843834,275,0.006468547508120537,6,0.22598682343959808,3,0.43815404176712036,3,0.43815404176712036,3,0.43815404176712036,1,0.6031438708305359,0,nan,0.138458251953125,0.07196452468633652,0.04928114637732506,300,0.006342187058180571,1,1,1,0.5,0.5,0.54725,2,1,0,0.6666666666666666,1.0,0.597
