epoch,time,config,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_om,val/cls_om,val/dfl_om,lr/pg0,lr/pg1,lr/pg2
1,570.596,super,1.3321,1.12345,1.0451,0.65305,0.38593,0.41609,0.2409,1.24948,0.75054,0.99573,0.000333181,0.000333181,0.000333181
1,595.863,base,1.35389,1.18289,1.05079,0.63065,0.37854,0.40177,0.23114,1.26771,0.79659,0.99891,0.000333181,0.000333181,0.000333181
2,1144.32,super,1.26734,0.774861,1.0073,0.68965,0.4367,0.47836,0.27537,1.22345,0.69427,0.98455,0.000653317,0.000653317,0.000653317
2,1169.18,base,1.28652,0.817298,1.00977,0.6791,0.4249,0.46478,0.26561,1.24215,0.72938,0.9863,0.000653317,0.000653317,0.000653317
3,1711.85,super,1.25109,0.72999,0.998781,0.70456,0.44495,0.49325,0.28552,1.21444,0.67784,0.98637,0.000960254,0.000960254,0.000960254
3,1736.46,base,1.26885,0.763279,1.00006,0.59882,0.43436,0.48287,0.27722,1.23016,0.70579,0.98464,0.000960254,0.000960254,0.000960254
4,2276.42,super,1.23893,0.705998,0.990656,0.62323,0.45557,0.50943,0.29439,1.20323,0.66469,0.96993,0.0009406,0.0009406,0.0009406
4,2301.22,base,1.25473,0.733175,0.991568,0.61783,0.44655,0.49902,0.28702,1.21808,0.68726,0.97195,0.0009406,0.0009406,0.0009406
5,2841.79,super,1.23319,0.692257,0.985666,0.61519,0.46495,0.51612,0.29902,1.19731,0.65635,0.97114,0.0009208,0.0009208,0.0009208
5,2866.42,base,1.24771,0.716317,0.986179,0.61098,0.45497,0.50506,0.29141,1.20946,0.67731,0.97079,0.0009208,0.0009208,0.0009208
6,3407.1,super,1.22768,0.680805,0.983066,0.63197,0.46486,0.52317,0.3023,1.19514,0.64941,0.96926,0.000901,0.000901,0.000901
6,3431.79,base,1.24098,0.703652,0.982926,0.6199,0.46163,0.51425,0.29452,1.20685,0.67007,0.96887,0.000901,0.000901,0.000901
7,3972.55,super,1.22286,0.674849,0.983777,0.61553,0.47641,0.52652,0.30529,1.1933,0.645,0.96714,0.0008812,0.0008812,0.0008812
7,3997.18,base,1.23591,0.697323,0.983017,0.62033,0.46266,0.51652,0.29805,1.20355,0.66474,0.96464,0.0008812,0.0008812,0.0008812
8,4537.75,super,1.21835,0.667875,0.980962,0.72366,0.47754,0.53109,0.30752,1.18884,0.64036,0.97104,0.0008614,0.0008614,0.0008614
