epoch,time,config,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_om,val/cls_om,val/dfl_om,lr/pg0,lr/pg1,lr/pg2
1,861.219,super,1.51472,1.58389,1.2327,0.73738,0.34611,0.40346,0.22993,1.41893,0.98829,1.15359,0.000333181,0.000333181,0.000333181
1,901.344,base,1.53045,1.75954,1.24083,0.71673,0.32472,0.37359,0.20923,1.42571,1.1664,1.15448,0.000333181,0.000333181,0.000333181
2,1738.65,super,1.42716,1.00096,1.1698,0.67038,0.44865,0.48605,0.27842,1.39243,0.88598,1.13718,0.000644519,0.000644519,0.000644519
2,1777.42,base,1.42823,1.17894,1.17129,0.65072,0.41629,0.45231,0.2549,1.39659,1.0431,1.13659,0.000644519,0.000644519,0.000644519
3,2609.46,super,1.40965,0.922779,1.15786,0.69848,0.47327,0.51919,0.29675,1.38207,0.85596,1.12189,0.000933858,0.000933858,0.000933858
3,2648.05,base,1.40799,1.09785,1.15727,0.57675,0.44895,0.49307,0.27818,1.38303,1.00703,1.12221,0.000933858,0.000933858,0.000933858
4,3477.73,super,1.39934,0.885685,1.14095,0.71407,0.48535,0.53811,0.30662,1.37548,0.83811,1.12315,0.000901,0.000901,0.000901
4,3516.24,base,1.39626,1.04965,1.14081,0.59056,0.464,0.51279,0.28955,1.37608,0.97555,1.11962,0.000901,0.000901,0.000901
5,4345.85,super,1.39458,0.867842,1.14883,0.61557,0.49452,0.54686,0.31245,1.37471,0.82554,1.11799,0.000868,0.000868,0.000868
5,4384.22,base,1.39006,1.03939,1.14639,0.59616,0.47213,0.52125,0.29414,1.37282,0.96947,1.11568,0.000868,0.000868,0.000868
6,5213.94,super,1.38781,0.84997,1.13447,0.72206,0.49822,0.55494,0.31848,1.367,0.81697,1.11258,0.000835,0.000835,0.000835
6,5252.32,base,1.38323,1.01482,1.13356,0.6021,0.47928,0.5303,0.30046,1.36628,0.95205,1.11028,0.000835,0.000835,0.000835
7,6081.65,super,1.38259,0.841227,1.13719,0.73276,0.49804,0.55896,0.3221,1.36634,0.81224,1.12779,0.000802,0.000802,0.000802
7,6120.01,base,1.37754,1.00991,1.13536,0.60975,0.47987,0.53475,0.30413,1.3635,0.96094,1.12247,0.000802,0.000802,0.000802
8,6949.77,super,1.38157,0.835241,1.13858,0.62532,0.50589,0.55989,0.32412,1.36285,0.8078,1.12234,0.000769,0.000769,0.000769
8,6988.12,base,1.37569,1.00771,1.13638,0.60116,0.48661,0.53695,0.30632,1.3603,0.96018,1.1182,0.000769,0.000769,0.000769
9,7817.27,super,1.37739,0.82811,1.13162,0.62851,0.50449,0.56385,0.32635,1.35675,0.80431,1.11205,0.000736,0.000736,0.000736
9,7855.64,base,1.37161,1.0012,1.12985,0.60866,0.48915,0.54,0.30901,1.35465,0.94992,1.10814,0.000736,0.000736,0.000736
10,8685.09,super,1.37535,0.821013,1.13149,0.62736,0.51468,0.56948,0.32987,1.35535,0.79798,1.1117,0.000703,0.000703,0.000703
10,8723.41,base,1.36932,0.99638,1.12926,0.60806,0.4896,0.54526,0.31249,1.35325,0.94397,1.10829,0.000703,0.000703,0.000703
11,9551.89,super,1.37294,0.817753,1.13458,0.6352,0.51197,0.57044,0.33072,1.35625,0.79253,1.11426,0.00067,0.00067,0.00067
11,9590.17,base,1.36776,0.993074,1.13234,0.61082,0.48671,0.54534,0.31311,1.35426,0.93832,1.11092,0.00067,0.00067,0.00067
12,10420.6,super,1.37087,0.812616,1.13061,0.73263,0.51307,0.57046,0.33093,1.35539,0.79388,1.11224,0.000637,0.000637,0.000637
12,10458.9,base,1.36515,0.984784,1.12819,0.61379,0.49216,0.54832,0.31437,1.35206,0.93835,1.10952,0.000637,0.000637,0.000637
13,11288.2,super,1.36931,0.80775,1.12717,0.73785,0.51652,0.57421,0.33441,1.35329,0.79034,1.11653,0.000604,0.000604,0.000604
13,11326.4,base,1.36318,0.980607,1.12535,0.61184,0.49498,0.55061,0.31761,1.34987,0.93623,1.11183,0.000604,0.000604,0.000604
14,12155.8,super,1.36783,0.806072,1.13189,0.63608,0.51908,0.5761,0.33517,1.35304,0.78751,1.1112,0.000571,0.000571,0.000571
14,12194.1,base,1.36205,0.98459,1.12933,0.61426,0.49644,0.55261,0.31836,1.34924,0.93553,1.10689,0.000571,0.000571,0.000571
15,13023.2,super,1.36481,0.801555,1.12875,0.63669,0.5203,0.57793,0.33659,1.35006,0.7867,1.11489,0.000538,0.000538,0.000538
15,13061.5,base,1.35876,0.978386,1.12661,0.61408,0.50169,0.55548,0.32008,1.3471,0.93385,1.11029,0.000538,0.000538,0.000538
16,13891.6,super,1.36426,0.799642,1.12982,0.73697,0.51637,0.57651,0.33664,1.34929,0.78443,1.11024,0.000505,0.000505,0.000505
16,13929.8,base,1.35793,0.984244,1.12706,0.62101,0.49264,0.55478,0.32091,1.34661,0.93899,1.10714,0.000505,0.000505,0.000505
17,14759.6,super,1.36342,0.797484,1.12899,0.73216,0.52555,0.57954,0.33722,1.34884,0.78151,1.11173,0.000472,0.000472,0.000472
17,14797.9,base,1.35793,0.979538,1.12655,0.61897,0.50154,0.55896,0.32275,1.34491,0.93424,1.10747,0.000472,0.000472,0.000472
18,15627.3,super,1.36162,0.79293,1.12309,0.73563,0.52152,0.57962,0.3382,1.34836,0.78002,1.11163,0.000439,0.000439,0.000439
18,15665.6,base,1.35605,0.971972,1.12123,0.6184,0.50324,0.55923,0.32271,1.34449,0.93183,1.10747,0.000439,0.000439,0.000439
19,16495.4,super,1.3613,0.791571,1.12769,0.73848,0.52249,0.58001,0.33852,1.34823,0.77902,1.11418,0.000406,0.000406,0.000406
19,16533.7,base,1.35614,0.971398,1.12559,0.61587,0.50339,0.55918,0.32347,1.34462,0.93097,1.10934,0.000406,0.000406,0.000406
20,17363.1,super,1.35925,0.78981,1.12523,0.74308,0.52044,0.58042,0.33908,1.34643,0.7781,1.10947,0.000373,0.000373,0.000373
20,17401.3,base,1.35444,0.969359,1.12335,0.6162,0.5057,0.5593,0.3245,1.34221,0.93256,1.10596,0.000373,0.000373,0.000373
21,18230.9,super,1.35792,0.786575,1.12198,0.73926,0.52346,0.57981,0.33927,1.34643,0.7769,1.11355,0.00034,0.00034,0.00034
21,18269.1,base,1.3527,0.965274,1.12023,0.61978,0.50296,0.56006,0.32532,1.34224,0.9268,1.10809,0.00034,0.00034,0.00034
22,19097.8,super,1.35718,0.785858,1.1233,0.74295,0.52098,0.58086,0.34001,1.34571,0.7758,1.10875,0.000307,0.000307,0.000307
22,19136,base,1.35273,0.966221,1.12167,0.6211,0.50671,0.56151,0.32588,1.34162,0.92843,1.10488,0.000307,0.000307,0.000307
23,19964.8,super,1.35573,0.783209,1.11978,0.74242,0.52355,0.58209,0.34044,1.34526,0.77482,1.10892,0.000274,0.000274,0.000274
23,20003.1,base,1.35078,0.964183,1.11843,0.62682,0.50668,0.56291,0.32657,1.34104,0.92915,1.10466,0.000274,0.000274,0.000274
24,20832.5,super,1.3551,0.782847,1.12036,0.74192,0.52527,0.58317,0.34142,1.34485,0.77437,1.10583,0.000241,0.000241,0.000241
24,20870.7,base,1.35019,0.965135,1.11894,0.6227,0.50773,0.56255,0.32664,1.34034,0.92708,1.10199,0.000241,0.000241,0.000241
25,21699.8,super,1.3532,0.781086,1.12154,0.74045,0.52549,0.58342,0.34105,1.34542,0.77366,1.11094,0.000208,0.000208,0.000208
25,21737.9,base,1.34906,0.962467,1.12014,0.62174,0.50795,0.56218,0.32668,1.34109,0.92637,1.10619,0.000208,0.000208,0.000208
26,22567.3,super,1.3527,0.779235,1.12379,0.74498,0.52362,0.58376,0.34133,1.34506,0.77246,1.10844,0.000175,0.000175,0.000175
26,22605.6,base,1.34861,0.962085,1.12215,0.62247,0.50529,0.56302,0.32718,1.34056,0.9236,1.10436,0.000175,0.000175,0.000175
27,23435.9,super,1.35183,0.776403,1.11377,0.74169,0.52503,0.5841,0.34137,1.34572,0.77167,1.10081,0.000142,0.000142,0.000142
27,23474.1,base,1.3477,0.954861,1.11299,0.62092,0.50846,0.56418,0.32788,1.34153,0.91537,1.09791,0.000142,0.000142,0.000142
28,24304.7,super,1.35098,0.774202,1.11604,0.74327,0.52419,0.58402,0.3418,1.34516,0.77157,1.10429,0.000109,0.000109,0.000109
28,24342.9,base,1.34685,0.955731,1.11487,0.62049,0.50939,0.56417,0.32773,1.34068,0.92038,1.10055,0.000109,0.000109,0.000109
29,25173.2,super,1.35134,0.775179,1.11875,0.73813,0.52726,0.58398,0.34141,1.34504,0.77149,1.10628,7.6e-05,7.6e-05,7.6e-05
29,25211.3,base,1.34723,0.959267,1.11717,0.62235,0.51001,0.56515,0.32791,1.3404,0.92249,1.1023,7.6e-05,7.6e-05,7.6e-05
30,26042.3,super,1.35036,0.773649,1.11853,0.73757,0.52918,0.58441,0.34187,1.3454,0.77095,1.10637,4.3e-05,4.3e-05,4.3e-05
30,26080.4,base,1.34626,0.958781,1.117,0.623,0.50965,0.56463,0.32802,1.34045,0.92264,1.10212,4.3e-05,4.3e-05,4.3e-05
