stem,n_anchors_P3_super,mean_conf_all_P3_super,max_conf_P3_super,n_pred_ge10_P3_super,n_pred_ge25_P3_super,mean_conf_ge10_P3_super,mean_conf_ge25_P3_super,top10_mean_conf_P3_super,top20_mean_conf_P3_super,top30_mean_conf_P3_super,n_anchors_P4_super,mean_conf_all_P4_super,max_conf_P4_super,n_pred_ge10_P4_super,n_pred_ge25_P4_super,mean_conf_ge10_P4_super,mean_conf_ge25_P4_super,top10_mean_conf_P4_super,top20_mean_conf_P4_super,top30_mean_conf_P4_super,n_anchors_P5_super,mean_conf_all_P5_super,max_conf_P5_super,n_pred_ge10_P5_super,n_pred_ge25_P5_super,mean_conf_ge10_P5_super,mean_conf_ge25_P5_super,top10_mean_conf_P5_super,top20_mean_conf_P5_super,top30_mean_conf_P5_super,n_anchors_P3_base,mean_conf_all_P3_base,max_conf_P3_base,n_pred_ge10_P3_base,n_pred_ge25_P3_base,mean_conf_ge10_P3_base,mean_conf_ge25_P3_base,top10_mean_conf_P3_base,top20_mean_conf_P3_base,top30_mean_conf_P3_base,n_anchors_P4_base,mean_conf_all_P4_base,max_conf_P4_base,n_pred_ge10_P4_base,n_pred_ge25_P4_base,mean_conf_ge10_P4_base,mean_conf_ge25_P4_base,top10_mean_conf_P4_base,top20_mean_conf_P4_base,top30_mean_conf_P4_base,n_anchors_P5_base,mean_conf_all_P5_base,max_conf_P5_base,n_pred_ge10_P5_base,n_pred_ge25_P5_base,mean_conf_ge10_P5_base,mean_conf_ge25_P5_base,top10_mean_conf_P5_base,top20_mean_conf_P5_base,top30_mean_conf_P5_base,n_gt_small,n_gt_medium,n_gt_large,n_gt_total,gt_med_area
b426ea12-4e58141a,25600,0.0018727307906374335,0.6467829346656799,102,31,0.23613198101520538,0.39999625086784363,0.6127283573150635,0.4746134877204895,0.40498143434524536,6400,0.0031172113958746195,0.6579551100730896,49,18,0.24367107450962067,0.38342684507369995,0.46189507842063904,0.36950433254241943,0.31135430932044983,1600,0.0015846759779378772,0.18703870475292206,2,0,0.1754676103591919,nan,0.0775873139500618,0.05284130200743675,0.042943838983774185,25600,0.0015155482105910778,0.4044075012207031,103,10,0.1650402843952179,0.3115777373313904,0.3115777373313904,0.2690654695034027,0.24466830492019653,6400,0.0024472905788570642,0.49931833148002625,41,8,0.19927415251731873,0.38130897283554077,0.34594249725341797,0.2639361321926117,0.22752320766448975,1600,0.001179443672299385,0.1712147444486618,2,0,0.1672721803188324,nan,0.07256598770618439,0.05303354188799858,0.04161165654659271,16,6,1,23,463.2294616699219
b4278d1f-3a128041,25600,0.00014040910173207521,0.12255016714334488,2,0,0.11615671217441559,nan,0.07173389196395874,0.050735484808683395,0.04076037555932999,6400,0.00012311145837884396,0.07262340188026428,0,0,nan,nan,0.02557295933365822,0.01791074313223362,0.01400076225399971,1600,0.004293284844607115,0.5538896918296814,12,9,0.37259984016418457,0.4579448699951172,0.42573434114456177,0.2561822831630707,0.18761645257472992,25600,7.33423003111966e-05,0.04207780957221985,0,0,nan,nan,0.027275875210762024,0.0227282103151083,0.01990644447505474,6400,5.6270870118169114e-05,0.01095943246036768,0,0,nan,nan,0.007114117499440908,0.005442482884973288,0.00452398369088769,1600,0.0045334757305681705,0.36885738372802734,25,6,0.20347025990486145,0.33057940006256104,0.285438597202301,0.2231428176164627,0.18227796256542206,2,2,0,4,978.7108764648438
b4278d1f-dbd0295c,25600,0.0002363880630582571,0.309285044670105,18,4,0.1700705736875534,0.2837779223918915,0.2095637321472168,0.16274262964725494,0.1301257610321045,6400,0.0007235887460410595,0.3133263885974884,13,7,0.2367752194404602,0.27360236644744873,0.25608527660369873,0.17749331891536713,0.13187271356582642,1600,0.007946327328681946,0.8283037543296814,23,20,0.500783383846283,0.5496615171432495,0.7533057928085327,0.5496615171432495,0.38943901658058167,25600,0.00015664947568438947,0.14157532155513763,4,0,0.13489481806755066,nan,0.09466958791017532,0.07352595031261444,0.0631365180015564,6400,0.0003292950859759003,0.08818843215703964,0,0,nan,nan,0.07107198983430862,0.05754866823554039,0.04677358642220497,1600,0.01057918556034565,0.8395364880561829,33,22,0.4287574887275696,0.5605402588844299,0.7005967497825623,0.5889326930046082,0.4601669907569885,2,2,1,5,3731.64208984375
b4284bbe-1905abe0,25600,0.0034319963306188583,0.8082153797149658,190,146,0.4142528176307678,0.48825281858444214,0.7738848924636841,0.7380068898200989,0.6964326500892639,6400,0.0044213649816811085,0.6073900461196899,69,42,0.3602525591850281,0.4977389872074127,0.5801202058792114,0.55611252784729,0.5337955355644226,1600,0.001629246980883181,0.13099154829978943,2,0,0.12243801355361938,nan,0.09912782907485962,0.0690922960639,0.05479356274008751,25600,0.0031956874299794436,0.7951003909111023,193,121,0.3620871901512146,0.4915187954902649,0.7729051113128662,0.744552731513977,0.6956310868263245,6400,0.0043689836747944355,0.7436438798904419,71,40,0.33202022314071655,0.48138323426246643,0.6839447021484375,0.5860064625740051,0.5307071805000305,1600,0.0008693351992405951,0.11638008803129196,1,0,0.11638008803129196,nan,0.05285416170954704,0.036246586591005325,0.026993267238140106,13,17,0,30,1127.6551513671875
b42913b9-49092dfe,25600,0.00205646432004869,0.8055041432380676,82,35,0.34198471903800964,0.6110671162605286,0.7759343385696411,0.7323772311210632,0.6532791256904602,6400,0.0048676952719688416,0.62517911195755,57,37,0.3637619614601135,0.475747674703598,0.6021699905395508,0.5597079396247864,0.5155336260795593,1600,0.004354691598564386,0.46439364552497864,22,1,0.1458899974822998,0.46439364552497864,0.186562642455101,0.15019114315509796,0.13112953305244446,25600,0.0020544505678117275,0.7849351167678833,75,42,0.3736138641834259,0.5528611540794373,0.763981282711029,0.7314133048057556,0.6485065817832947,6400,0.004269158001989126,0.6524274349212646,51,22,0.3158063292503357,0.5152344703674316,0.5986008644104004,0.534561812877655,0.43394988775253296,1600,0.004171162378042936,0.2682003974914551,18,1,0.16161294281482697,0.2682003974914551,0.1912032812833786,0.15493910014629364,0.12885765731334686,14,7,2,23,552.276611328125
b42acb4c-ac2e0180,25600,0.0005107943434268236,0.4695071876049042,14,9,0.31047141551971436,0.39301007986068726,0.3767176568508148,0.2441411018371582,0.18583279848098755,6400,0.002169042592868209,0.6458091139793396,25,21,0.4205702245235443,0.47527632117271423,0.5397478342056274,0.48134374618530273,0.36297065019607544,1600,0.0041714925318956375,0.20267626643180847,20,0,0.13883362710475922,nan,0.16156773269176483,0.13883362710475922,0.1216823011636734,25600,0.0006662207888439298,0.43927302956581116,32,9,0.2014259397983551,0.36818450689315796,0.3547283709049225,0.2515515983104706,0.20811358094215393,6400,0.0019537145271897316,0.5395911931991577,21,10,0.28589731454849243,0.47056540846824646,0.47056546807289124,0.29508334398269653,0.22758208215236664,1600,0.00276924972422421,0.16199639439582825,13,0,0.12895816564559937,nan,0.13636957108974457,0.10836046934127808,0.08739915490150452,4,0,2,6,202.49899291992188
b42b0859-0e5601ac,25600,0.0026323976926505566,0.7885755300521851,162,87,0.3283160328865051,0.468130886554718,0.7539272308349609,0.7148700952529907,0.6537001729011536,6400,0.0044608465395867825,0.7298291921615601,66,33,0.3530002236366272,0.5519800186157227,0.6936997175216675,0.6479083895683289,0.5787292122840881,1600,0.008570915088057518,0.8278096914291382,31,16,0.3924812972545624,0.5615001916885376,0.7361346483230591,0.49851784110069275,0.4019697904586792,25600,0.002249764744192362,0.7478055953979492,140,84,0.3232523500919342,0.42870453000068665,0.691405713558197,0.6239787936210632,0.5723263621330261,6400,0.004957099910825491,0.8107316493988037,71,45,0.3757268190383911,0.49586594104766846,0.7468269467353821,0.6528987288475037,0.5815675854682922,1600,0.007941897958517075,0.7561421990394592,30,17,0.37209582328796387,0.5224257707595825,0.639356255531311,0.4769373834133148,0.37209582328796387,8,11,3,22,1619.1610107421875
b42cd355-1ce051b1,25600,0.0013471064157783985,0.7270740270614624,81,61,0.41005340218544006,0.4922923445701599,0.6848255395889282,0.6506474614143372,0.6184817552566528,6400,0.0034428583458065987,0.8771260380744934,33,30,0.6549583673477173,0.7036898732185364,0.8646351099014282,0.8343498110771179,0.7036898732185364,1600,0.0005902572884224355,0.19412413239479065,2,0,0.1541784703731537,nan,0.055315352976322174,0.034175749868154526,0.02517884597182274,25600,0.0011159254936501384,0.7019699215888977,73,53,0.35883843898773193,0.4305465817451477,0.6173512935638428,0.5606510043144226,0.5173717737197876,6400,0.0037179337814450264,0.8890812397003174,36,33,0.6486471891403198,0.6920398473739624,0.8712710738182068,0.8535596132278442,0.7336641550064087,1600,0.0006203994271345437,0.20782850682735443,2,0,0.1896827518939972,nan,0.06454529613256454,0.03628368303179741,0.026092443615198135,12,3,1,16,366.7425537109375
b42df626-243bcce8,25600,0.0006402539438568056,0.5138514041900635,20,7,0.236118346452713,0.3992726504802704,0.33621925115585327,0.23611831665039062,0.1857428103685379,6400,0.0027945328038185835,0.7357182502746582,42,11,0.28666189312934875,0.6323428153991699,0.6428641080856323,0.4413437843322754,0.35121387243270874,1600,0.0011285276850685477,0.12926951050758362,5,0,0.11638102680444717,nan,0.09236171096563339,0.061910975724458694,0.04763079434633255,25600,0.0008419816149398685,0.5558056235313416,46,7,0.18847203254699707,0.4450885057449341,0.37487348914146423,0.27108535170555115,0.22777923941612244,6400,0.0026315604336559772,0.6961014270782471,36,17,0.30752331018447876,0.48165568709373474,0.6027331948280334,0.4427320957183838,0.34735557436943054,1600,0.0005666129873134196,0.056290026754140854,0,0,nan,nan,0.04000398516654968,0.029049862176179886,0.02169833891093731,0,3,5,8,14852.939453125
b42df626-3c4d9bfd,25600,0.003611335763707757,0.753476083278656,202,92,0.3356151282787323,0.5496650338172913,0.7264227867126465,0.7093502879142761,0.6914873123168945,6400,0.009077401831746101,0.8362442851066589,115,83,0.43389174342155457,0.5371850728988647,0.8197509050369263,0.7971261143684387,0.755429744720459,1600,0.0055275834165513515,0.32839247584342957,13,6,0.21505314111709595,0.28777918219566345,0.24639010429382324,0.17264407873153687,0.14257784187793732,25600,0.0027686303947120905,0.7456648945808411,148,64,0.32100173830986023,0.5378515720367432,0.7128213047981262,0.6686660647392273,0.6416286826133728,6400,0.01006000954657793,0.9037536382675171,102,84,0.5372136831283569,0.6151931881904602,0.8832319378852844,0.8381443023681641,0.7998508214950562,1600,0.0028559917118400335,0.2353307455778122,6,0,0.1893322467803955,nan,0.1462153047323227,0.10006475448608398,0.08009506016969681,7,15,3,25,2590.580810546875
b42df626-73f78ba9,25600,0.0022150115109980106,0.8410932421684265,112,74,0.44255465269088745,0.5901443958282471,0.8148345351219177,0.8010610938072205,0.7881799340248108,6400,0.005738011095672846,0.851402997970581,70,48,0.4592403471469879,0.5977916121482849,0.8356267809867859,0.7544678449630737,0.7060950398445129,1600,0.006291896104812622,0.33693116903305054,29,8,0.19792227447032928,0.29933786392211914,0.28302404284477234,0.22691619396209717,0.19459033012390137,25600,0.0020382923539727926,0.8003366589546204,109,67,0.411192387342453,0.5634180307388306,0.7782096862792969,0.7550451159477234,0.7286514639854431,6400,0.005174023564904928,0.8371800184249878,78,38,0.36606088280677795,0.582548201084137,0.8158187866210938,0.7304006218910217,0.6492193341255188,1600,0.00558024225756526,0.2850935161113739,27,2,0.16016720235347748,0.280499666929245,0.2132313996553421,0.17803876101970673,0.15389341115951538,2,12,2,16,2540.868408203125
b42df626-bee4420b,25600,0.002417175332084298,0.6765276789665222,141,93,0.34886282682418823,0.44495341181755066,0.6484429240226746,0.6281259655952454,0.5993303060531616,6400,0.002324832836166024,0.5444782972335815,39,16,0.2351502925157547,0.339826762676239,0.3758251667022705,0.31912657618522644,0.26648280024528503,1600,0.014892240054905415,0.7584052085876465,51,30,0.3831971287727356,0.5437378287315369,0.7395212054252625,0.6595303416252136,0.5437377691268921,25600,0.002153676236048341,0.7071780562400818,132,75,0.31862130761146545,0.4325651526451111,0.6684375405311584,0.6195289492607117,0.5736039280891418,6400,0.0023562791757285595,0.5164711475372314,36,15,0.22593875229358673,0.3447761833667755,0.3832564353942871,0.3043583929538727,0.24788957834243774,1600,0.010525951161980629,0.49774169921875,43,29,0.30353662371635437,0.37160250544548035,0.44293808937072754,0.4111502766609192,0.36742883920669556,6,9,2,17,1221.6689453125
b42df626-e358ca4a,25600,0.0006011059740558267,0.3547351062297821,30,11,0.21294426918029785,0.3066089153289795,0.3116154372692108,0.2578883767127991,0.21294425427913666,6400,0.003891037544235587,0.6373564004898071,62,33,0.32899123430252075,0.45797035098075867,0.5900575518608093,0.5530773997306824,0.4776242971420288,1600,0.008446273393929005,0.4476182758808136,35,14,0.25773316621780396,0.38982245326042175,0.4331047236919403,0.3415767550468445,0.28140395879745483,25600,0.0007996878703124821,0.30403217673301697,47,7,0.17956183850765228,0.2738521099090576,0.2656124532222748,0.2370859682559967,0.21218298375606537,6400,0.0035151648335158825,0.509725034236908,60,31,0.2693035304546356,0.37319496273994446,0.44921255111694336,0.41250935196876526,0.3771519958972931,1600,0.007520714774727821,0.4382000267505646,25,13,0.2628680467605591,0.35992181301116943,0.3878503143787384,0.2990041673183441,0.23472949862480164,0,5,3,8,4960.30517578125
b42e1548-6b544378,25600,0.001513500465080142,0.7580997943878174,84,35,0.3020530343055725,0.48637500405311584,0.6718287467956543,0.5905503630638123,0.5165071487426758,6400,0.003369239391759038,0.755158007144928,66,25,0.24708303809165955,0.3813193440437317,0.5313069224357605,0.4111635386943817,0.35615846514701843,1600,0.001399146276526153,0.44293883442878723,5,1,0.22249677777290344,0.44293883442878723,0.13641253113746643,0.08355939388275146,0.06170368567109108,25600,0.0015006056055426598,0.6312773823738098,91,29,0.24030801653862,0.4272824227809906,0.5463396906852722,0.4826710820198059,0.4212217330932617,6400,0.003221196122467518,0.6904276013374329,64,24,0.24423572421073914,0.3779110908508301,0.5168449878692627,0.4027740955352783,0.3477851450443268,1600,0.0011869418667629361,0.28005513548851013,5,1,0.17669394612312317,0.28005513548851013,0.11976098269224167,0.07314154505729675,0.05372747778892517,20,5,4,29,236.4356689453125
