epoch,time,config,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_om,val/cls_om,val/dfl_om,lr/pg0,lr/pg1,lr/pg2
1,864.642,super,1.5141,1.54329,1.23095,0.61416,0.35775,0.41694,0.23612,1.42075,0.96859,1.15385,0.000333181,0.000333181,0.000333181
1,904.39,base,1.53981,1.66061,1.23896,0.69513,0.33997,0.39233,0.21776,1.4444,1.0569,1.15697,0.000333181,0.000333181,0.000333181
2,1746.64,super,1.42481,0.980448,1.16664,0.67892,0.45689,0.49572,0.28278,1.39087,0.87524,1.13548,0.000644519,0.000644519,0.000644519
2,1785.67,base,1.4487,1.05587,1.17005,0.65655,0.43486,0.46883,0.2632,1.41511,0.93918,1.1362,0.000644519,0.000644519,0.000644519
3,2621.91,super,1.406,0.906313,1.15336,0.69612,0.47751,0.5214,0.29882,1.3816,0.84574,1.12853,0.000933858,0.000933858,0.000933858
3,2660.63,base,1.42863,0.965861,1.15441,0.58683,0.4544,0.50068,0.28322,1.40394,0.89756,1.12814,0.000933858,0.000933858,0.000933858
4,3494.8,super,1.39456,0.871965,1.14587,0.71495,0.49132,0.54,0.30887,1.37324,0.82613,1.12153,0.000901,0.000901,0.000901
4,3533.36,base,1.41556,0.924368,1.14599,0.602,0.47393,0.52177,0.29408,1.39315,0.87376,1.12184,0.000901,0.000901,0.000901
5,4367.36,super,1.38916,0.852224,1.13841,0.61594,0.49975,0.54952,0.31575,1.36889,0.81207,1.12038,0.000868,0.000868,0.000868
5,4405.96,base,1.40944,0.899866,1.13945,0.61184,0.47969,0.53109,0.30065,1.38845,0.85755,1.11899,0.000868,0.000868,0.000868
6,5240.25,super,1.382,0.837704,1.13801,0.61758,0.50615,0.55673,0.32069,1.36446,0.80277,1.11498,0.000835,0.000835,0.000835
6,5278.76,base,1.40186,0.882789,1.13727,0.60964,0.48271,0.53801,0.30517,1.38296,0.84499,1.11317,0.000835,0.000835,0.000835
7,6112.93,super,1.37772,0.828039,1.13216,0.62381,0.50307,0.55882,0.32273,1.36448,0.79807,1.11811,0.000802,0.000802,0.000802
7,6151.35,base,1.3965,0.871638,1.13234,0.61171,0.48658,0.54113,0.30833,1.38087,0.83996,1.11526,0.000802,0.000802,0.000802
8,6985.89,super,1.37525,0.821517,1.13114,0.62757,0.50997,0.56504,0.32712,1.35864,0.7934,1.11232,0.000769,0.000769,0.000769
8,7024.31,base,1.39364,0.864171,1.13115,0.61123,0.49374,0.5465,0.31201,1.37593,0.83295,1.11044,0.000769,0.000769,0.000769
9,7859.25,super,1.37171,0.81553,1.12953,0.6253,0.51403,0.56871,0.33124,1.3555,0.79083,1.11573,0.000736,0.000736,0.000736
9,7897.71,base,1.3898,0.857046,1.1289,0.61584,0.4955,0.5493,0.31514,1.37313,0.82883,1.11238,0.000736,0.000736,0.000736
10,8730.91,super,1.37005,0.810011,1.12668,0.63236,0.51382,0.57016,0.33106,1.35578,0.78324,1.10786,0.000703,0.000703,0.000703
10,8769.3,base,1.38783,0.850202,1.12595,0.6196,0.49776,0.55209,0.3173,1.37157,0.8217,1.105,0.000703,0.000703,0.000703
11,9603.03,super,1.36835,0.803947,1.12611,0.73478,0.51366,0.57137,0.33285,1.3554,0.78171,1.11151,0.00067,0.00067,0.00067
