epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,395.609,1.50637,1.47191,1.17178,0.62874,0.43006,0.45775,0.25819,1.40565,0.92936,1.09156,0.000333181,0.000333181,0.000333181
2,801.688,1.41264,0.95681,1.10655,0.69824,0.46579,0.51636,0.29384,1.3813,0.86305,1.07281,0.000653317,0.000653317,0.000653317
3,1278.77,1.39658,0.89575,1.09226,0.71651,0.48456,0.53854,0.3094,1.36729,0.83471,1.0651,0.000960254,0.000960254,0.000960254
4,1668.85,1.38528,0.86317,1.08469,0.62675,0.49118,0.54779,0.31571,1.36228,0.81641,1.06291,0.0009406,0.0009406,0.0009406
5,2049.43,1.38066,0.844,1.07975,0.723,0.49836,0.55659,0.32015,1.36216,0.80939,1.05377,0.0009208,0.0009208,0.0009208
6,2429.13,1.37326,0.82963,1.07575,0.72779,0.50843,0.56586,0.32589,1.35694,0.79833,1.05877,0.000901,0.000901,0.000901
7,2809.43,1.3686,0.82017,1.07474,0.73391,0.50807,0.57155,0.33114,1.3537,0.79317,1.05263,0.0008812,0.0008812,0.0008812
8,3189.23,1.36581,0.8132,1.07466,0.73556,0.51046,0.57597,0.33337,1.35129,0.78965,1.05409,0.0008614,0.0008614,0.0008614
9,3569.75,1.36136,0.80574,1.06987,0.74256,0.50975,0.57469,0.33231,1.35065,0.78724,1.05154,0.0008416,0.0008416,0.0008416
10,3949.27,1.36028,0.80079,1.06913,0.74024,0.51555,0.58007,0.33687,1.34787,0.78185,1.05329,0.0008218,0.0008218,0.0008218
11,4329.92,1.35716,0.79573,1.07021,0.73739,0.52116,0.58445,0.33848,1.34903,0.78035,1.05423,0.000802,0.000802,0.000802
12,4709.51,1.35507,0.79097,1.06723,0.74226,0.5239,0.58672,0.34128,1.34626,0.77753,1.05234,0.0007822,0.0007822,0.0007822
13,5090.29,1.35212,0.78691,1.06652,0.75031,0.52338,0.58946,0.34266,1.34581,0.77279,1.05091,0.0007624,0.0007624,0.0007624
14,5469.99,1.35151,0.78299,1.06541,0.74603,0.52356,0.58834,0.34252,1.34592,0.77125,1.05164,0.0007426,0.0007426,0.0007426
15,5850.56,1.34827,0.77975,1.06427,0.74638,0.52724,0.59,0.34364,1.34391,0.77035,1.0508,0.0007228,0.0007228,0.0007228
16,6230.61,1.34667,0.77605,1.06363,0.74375,0.52904,0.59026,0.34376,1.34412,0.76732,1.05055,0.000703,0.000703,0.000703
17,6610.87,1.346,0.77169,1.06233,0.74535,0.53025,0.59193,0.34506,1.3442,0.7655,1.05024,0.0006832,0.0006832,0.0006832
