epoch,time,config,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_om,val/cls_om,val/dfl_om,lr/pg0,lr/pg1,lr/pg2
1,569.773,super,1.33256,1.12475,1.04537,0.64054,0.38481,0.41198,0.23876,1.24897,0.75098,0.99652,0.000333181,0.000333181,0.000333181
1,595.279,base,1.35453,1.18462,1.05105,0.62259,0.37335,0.39757,0.22876,1.26706,0.79704,0.99925,0.000333181,0.000333181,0.000333181
2,1143.99,super,1.26881,0.777224,1.00659,0.68988,0.438,0.47637,0.27455,1.22555,0.69422,0.98321,0.000653317,0.000653317,0.000653317
2,1168.78,base,1.28742,0.81993,1.00912,0.68722,0.42108,0.46322,0.26437,1.24328,0.73002,0.98498,0.000653317,0.000653317,0.000653317
3,1711.05,super,1.25079,0.732058,0.997529,0.70634,0.44192,0.49095,0.28479,1.21084,0.67521,0.97831,0.000960254,0.000960254,0.000960254
3,1735.7,base,1.26903,0.766254,0.999341,0.69093,0.43718,0.48148,0.27599,1.22883,0.70583,0.98083,0.000960254,0.000960254,0.000960254
4,2275.3,super,1.23814,0.708252,0.994325,0.6157,0.45544,0.50622,0.29313,1.20153,0.66335,0.97787,0.0009406,0.0009406,0.0009406
4,2300.15,base,1.25584,0.738539,0.995387,0.60243,0.45046,0.49607,0.28497,1.21831,0.69008,0.97785,0.0009406,0.0009406,0.0009406
5,2839.67,super,1.23347,0.695202,0.993214,0.62615,0.45828,0.51419,0.29824,1.19965,0.65711,0.97667,0.0009208,0.0009208,0.0009208
5,2864.39,base,1.25003,0.723116,0.993174,0.62201,0.44793,0.50368,0.29084,1.21372,0.68222,0.97598,0.0009208,0.0009208,0.0009208
6,3404.64,super,1.22715,0.682739,0.987184,0.63287,0.45722,0.5194,0.30125,1.19416,0.65028,0.9714,0.000901,0.000901,0.000901
6,3429.39,base,1.24275,0.709241,0.987354,0.62433,0.45115,0.50856,0.29306,1.20968,0.67506,0.97241,0.000901,0.000901,0.000901
7,3969.2,super,1.22203,0.675821,0.98472,0.62547,0.47337,0.52571,0.30433,1.19474,0.64455,0.96986,0.0008812,0.0008812,0.0008812
